GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1810
"G4200030","1810","Pennsylvania","42","420","Allegheny County","003","0030","Allegheny",25317
"G4200050","1810","Pennsylvania","42","420","Armstrong County","005","0050","Armstrong",6143
"G4200070","1810","Pennsylvania","42","420","Beaver County","007","0070","Beaver",12168
"G4200090","1810","Pennsylvania","42","420","Bedford County","009","0090","Bedford",15746
"G4200110","1810","Pennsylvania","42","420","Berks County","011","0110","Berks",43146
"G4200170","1810","Pennsylvania","42","420","Bucks County","017","0170","Bucks",32371
"G4200190","1810","Pennsylvania","42","420","Butler County","019","0190","Butler",7346
"G4200210","1810","Pennsylvania","42","420","Cambria County","021","0210","Cambria",2117
"G4200270","1810","Pennsylvania","42","420","Centre County","027","0270","Centre",10681
"G4200290","1810","Pennsylvania","42","420","Chester County","029","0290","Chester",39596
"G4200330","1810","Pennsylvania","42","420","Clearfield County","033","0330","Clearfield",875
"G4200390","1810","Pennsylvania","42","420","Crawford County","039","0390","Crawford",6178
"G4200410","1810","Pennsylvania","42","420","Cumberland County","041","0410","Cumberland",26757
"G4200430","1810","Pennsylvania","42","420","Dauphin County","043","0430","Dauphin",31883
"G4200450","1810","Pennsylvania","42","420","Delaware County","045","0450","Delaware",14734
"G4200490","1810","Pennsylvania","42","420","Erie County","049","0490","Erie",3758
"G4200510","1810","Pennsylvania","42","420","Fayette County","051","0510","Fayette",24714
"G4200550","1810","Pennsylvania","42","420","Franklin County","055","0550","Franklin",23083
"G4200590","1810","Pennsylvania","42","420","Greene County","059","0590","Greene",12544
"G4200610","1810","Pennsylvania","42","420","Huntingdon County","061","0610","Huntingdon",14778
"G4200630","1810","Pennsylvania","42","420","Indiana County","063","0630","Indiana",6214
"G4200650","1810","Pennsylvania","42","420","Jefferson County","065","0650","Jefferson",161
"G4200710","1810","Pennsylvania","42","420","Lancaster County","071","0710","Lancaster",53927
"G4200790","1810","Pennsylvania","42","420","Luzerne County","079","0790","Luzerne",18109
"G4200810","1810","Pennsylvania","42","420","Lycoming County","081","0810","Lycoming",11006
"G4200830","1810","Pennsylvania","42","420","McKean County","083","0830","Mckean",142
"G4200850","1810","Pennsylvania","42","420","Mercer County","085","0850","Mercer",8277
"G4200870","1810","Pennsylvania","42","420","Mifflin County","087","0870","Mifflin",12132
"G4200910","1810","Pennsylvania","42","420","Montgomery County","091","0910","Montgomery",29703
"G4200950","1810","Pennsylvania","42","420","Northampton County","095","0950","Northampton",38145
"G4200970","1810","Pennsylvania","42","420","Northumberland County","097","0970","Northumberland",36327
"G4201010","1810","Pennsylvania","42","420","Philadelphia County","101","1010","Philadelphia",111210
"G4201050","1810","Pennsylvania","42","420","Potter County","105","1050","Potter",29
"G4201110","1810","Pennsylvania","42","420","Somerset County","111","1110","Somerset",11284
"G4201170","1810","Pennsylvania","42","420","Tioga County","117","1170","Tioga",1687
"G4201210","1810","Pennsylvania","42","420","Venango County","121","1210","Venango",3060
"G4201230","1810","Pennsylvania","42","420","Warren County","123","1230","Warren",827
"G4201250","1810","Pennsylvania","42","420","Washington County","125","1250","Washington",36289
"G4201270","1810","Pennsylvania","42","420","Wayne County","127","1270","Wayne",4125
"G4201290","1810","Pennsylvania","42","420","Westmoreland County","129","1290","Westmoreland",26392
"G4201330","1810","Pennsylvania","42","420","York County","133","1330","York",31958
"G4400010","1810","Rhode Island","44","440","Bristol County","001","0010","Bristol",5072
"G4400030","1810","Rhode Island","44","440","Kent County","003","0030","Kent",9834
"G4400050","1810","Rhode Island","44","440","Newport County","005","0050","Newport",16294
"G4400070","1810","Rhode Island","44","440","Providence County","007","0070","Providence",30769
"G4400090","1810","Rhode Island","44","440","Washington County","009","0090","Washington",14962
"G4500010","1810","South Carolina","45","450","Abbeville County","001","0010","Abbeville",21156
"G4500110","1810","South Carolina","45","450","Barnwell County","011","0110","Barnwell",12280
"G4500130","1810","South Carolina","45","450","Beaufort County","013","0130","Beaufort",25887
"G4500190","1810","South Carolina","45","450","Charleston County","019","0190","Charleston",63179
"G4500230","1810","South Carolina","45","450","Chester County","023","0230","Chester",11479
"G4500250","1810","South Carolina","45","450","Chesterfield County","025","0250","Chesterfield",5564
"G4500290","1810","South Carolina","45","450","Colleton County","029","0290","Colleton",26359
"G4500310","1810","South Carolina","45","450","Darlington County","031","0310","Darlington",9047
"G4500370","1810","South Carolina","45","450","Edgefield County","037","0370","Edgefield",23160
"G4500390","1810","South Carolina","45","450","Fairfield County","039","0390","Fairfield",11857
"G4500430","1810","South Carolina","45","450","Georgetown County","043","0430","Georgetown",15679
"G4500450","1810","South Carolina","45","450","Greenville County","045","0450","Greenville",13133
"G4500510","1810","South Carolina","45","450","Horry County","051","0510","Horry",4349
"G4500550","1810","South Carolina","45","450","Kershaw County","055","0550","Kershaw",9867
"G4500570","1810","South Carolina","45","450","Lancaster County","057","0570","Lancaster",6318
"G4500590","1810","South Carolina","45","450","Laurens County","059","0590","Laurens",14982
"G4500630","1810","South Carolina","45","450","Lexington County","063","0630","Lexington",6641
"G4500670","1810","South Carolina","45","450","Marion County","067","0670","Marion",8884
"G4500690","1810","South Carolina","45","450","Marlboro County","069","0690","Marlboro",4966
"G4500710","1810","South Carolina","45","450","Newberry County","071","0710","Newberry",13964
"G4500750","1810","South Carolina","45","450","Orangeburg County","075","0750","Orangeburg",13229
"G4500755","1810","South Carolina","45","450","Pendleton County",,"0755","Pendleton",22897
"G4500790","1810","South Carolina","45","450","Richland County","079","0790","Richland",9027
"G4500830","1810","South Carolina","45","450","Spartanburg County","083","0830","Spartanburg",14259
"G4500850","1810","South Carolina","45","450","Sumter County","085","0850","Sumter",19054
"G4500870","1810","South Carolina","45","450","Union County","087","0870","Union",10995
"G4500890","1810","South Carolina","45","450","Williamsburg County","089","0890","Williamsburg",6871
"G4500910","1810","South Carolina","45","450","York County","091","0910","York",10032
"G4700010","1810","Tennessee","47","470","Anderson County","001","0010","Anderson",3959
"G4700030","1810","Tennessee","47","470","Bedford County","003","0030","Bedford",8242
"G4700070","1810","Tennessee","47","470","Bledsoe County","007","0070","Bledsoe",3259
"G4700090","1810","Tennessee","47","470","Blount County","009","0090","Blount",8839
"G4700130","1810","Tennessee","47","470","Campbell County","013","0130","Campbell",2668
"G4700190","1810","Tennessee","47","470","Carter County","019","0190","Carter",4190
"G4700250","1810","Tennessee","47","470","Claiborne County","025","0250","Claiborne",4798
"G4700290","1810","Tennessee","47","470","Cocke County","029","0290","Cocke",5154
"G4700370","1810","Tennessee","47","470","Davidson County","037","0370","Davidson",15608
"G4700430","1810","Tennessee","47","470","Dickson County","043","0430","Dickson",4516
"G4700510","1810","Tennessee","47","470","Franklin County","051","0510","Franklin",5730
"G4700550","1810","Tennessee","47","470","Giles County","055","0550","Giles",4546
"G4700570","1810","Tennessee","47","470","Grainger County","057","0570","Grainger",6397
"G4700590","1810","Tennessee","47","470","Greene County","059","0590","Greene",9713
"G4700730","1810","Tennessee","47","470","Hawkins County","073","0730","Hawkins",7643
"G4700810","1810","Tennessee","47","470","Hickman County","081","0810","Hickman",2583
"G4700850","1810","Tennessee","47","470","Humphreys County","085","0850","Humphreys",1511
"G4700870","1810","Tennessee","47","470","Jackson County","087","0870","Jackson",5401
"G4700890","1810","Tennessee","47","470","Jefferson County","089","0890","Jefferson",7309
"G4700930","1810","Tennessee","47","470","Knox County","093","0930","Knox",10171
"G4701030","1810","Tennessee","47","470","Lincoln County","103","1030","Lincoln",6104
"G4701190","1810","Tennessee","47","470","Maury County","119","1190","Maury",10359
"G4701250","1810","Tennessee","47","470","Montgomery County","125","1250","Montgomery",8021
"G4701330","1810","Tennessee","47","470","Overton County","133","1330","Overton",5643
"G4701430","1810","Tennessee","47","470","Rhea County","143","1430","Rhea",2504
"G4701450","1810","Tennessee","47","470","Roane County","145","1450","Roane",5581
"G4701470","1810","Tennessee","47","470","Robertson County","147","1470","Robertson",7270
"G4701490","1810","Tennessee","47","470","Rutherford County","149","1490","Rutherford",10265
"G4701550","1810","Tennessee","47","470","Sevier County","155","1550","Sevier",4595
"G4701590","1810","Tennessee","47","470","Smith County","159","1590","Smith",11649
"G4701610","1810","Tennessee","47","470","Stewart County","161","1610","Stewart",4262
"G4701630","1810","Tennessee","47","470","Sullivan County","163","1630","Sullivan",6847
"G4701650","1810","Tennessee","47","470","Sumner County","165","1650","Sumner",13792
"G4701770","1810","Tennessee","47","470","Warren County","177","1770","Warren",5725
"G4701790","1810","Tennessee","47","470","Washington County","179","1790","Washington",7740
"G4701850","1810","Tennessee","47","470","White County","185","1850","White",4028
"G4701870","1810","Tennessee","47","470","Williamson County","187","1870","Williamson",13153
"G4701890","1810","Tennessee","47","470","Wilson County","189","1890","Wilson",11952
"G5000010","1810","Vermont","50","500","Addison County","001","0010","Addison",19993
"G5000030","1810","Vermont","50","500","Bennington County","003","0030","Bennington",15893
"G5000050","1810","Vermont","50","500","Caledonia County","005","0050","Caledonia",18730
"G5000070","1810","Vermont","50","500","Chittenden County","007","0070","Chittenden",18120
"G5000090","1810","Vermont","50","500","Essex County","009","0090","Essex",3087
"G5000110","1810","Vermont","50","500","Franklin County","011","0110","Franklin",16427
"G5000130","1810","Vermont","50","500","Grand Isle County","013","0130","Grand Isle",3445
"G5000170","1810","Vermont","50","500","Orange County","017","0170","Orange",25247
"G5000190","1810","Vermont","50","500","Orleans County","019","0190","Orleans",5830
"G5000210","1810","Vermont","50","500","Rutland County","021","0210","Rutland",29486
"G5000250","1810","Vermont","50","500","Windham County","025","0250","Windham",26760
"G5000270","1810","Vermont","50","500","Windsor County","027","0270","Windsor",34877
"G5100010","1810","Virginia","51","510","Accomack County","001","0010","Accomack",15743
"G5100030","1810","Virginia","51","510","Albemarle County","003","0030","Albemarle",18268
"G5100070","1810","Virginia","51","510","Amelia County","007","0070","Amelia",10594
"G5100090","1810","Virginia","51","510","Amherst County","009","0090","Amherst",10548
"G5100150","1810","Virginia","51","510","Augusta County","015","0150","Augusta",14308
"G5100170","1810","Virginia","51","510","Bath County","017","0170","Bath",4837
"G5100190","1810","Virginia","51","510","Bedford County","019","0190","Bedford",16148
"G5100195","1810","Virginia","51","510","Berkeley County",,"0195","Berkeley",11479
"G5100230","1810","Virginia","51","510","Botetourt County","023","0230","Botetourt",13301
"G5100237","1810","Virginia","51","510","Brooke County",,"0237","Brooke",5843
"G5100250","1810","Virginia","51","510","Brunswick County","025","0250","Brunswick",15411
"G5100290","1810","Virginia","51","510","Buckingham County","029","0290","Buckingham",20059
"G5100293","1810","Virginia","51","510","Cabell County",,"0293","Cabell",2717
"G5100310","1810","Virginia","51","510","Campbell County","031","0310","Campbell",11001
"G5100330","1810","Virginia","51","510","Caroline County","033","0330","Caroline",17544
"G5100360","1810","Virginia","51","510","Charles City County","036","0360","Charles City",5186
"G5100370","1810","Virginia","51","510","Charlotte County","037","0370","Charlotte",13161
"G5100410","1810","Virginia","51","510","Chesterfield County","041","0410","Chesterfield",9979
"G5100470","1810","Virginia","51","510","Culpeper County","047","0470","Culpeper",18967
"G5100490","1810","Virginia","51","510","Cumberland County","049","0490","Cumberland",9992
"G5100530","1810","Virginia","51","510","Dinwiddie County","053","0530","Dinwiddie",12522
"G5100550","1810","Virginia","51","510","Elizabeth City","055","0550","Elizabeth City",3608
"G5100570","1810","Virginia","51","510","Essex County","057","0570","Essex",9376
"G5100590","1810","Virginia","51","510","Fairfax County","059","0590","Fairfax",13111
"G5100610","1810","Virginia","51","510","Fauquier County","061","0610","Fauquier",22689
"G5100650","1810","Virginia","51","510","Fluvanna County","065","0650","Fluvanna",4775
"G5100670","1810","Virginia","51","510","Franklin County","067","0670","Franklin",10724
"G5100690","1810","Virginia","51","510","Frederick County","069","0690","Frederick",22574
"G5100710","1810","Virginia","51","510","Giles County","071","0710","Giles",3745
"G5100730","1810","Virginia","51","510","Gloucester County","073","0730","Gloucester",10427
"G5100750","1810","Virginia","51","510","Goochland County","075","0750","Goochland",10203
"G5100770","1810","Virginia","51","510","Grayson County","077","0770","Grayson",4941
"G5100775","1810","Virginia","51","510","Greenbrier County",,"0775","Greenbrier",5914
"G5100810","1810","Virginia","51","510","Greensville County","081","0810","Greensville",6853
"G5100830","1810","Virginia","51","510","Halifax County","083","0830","Halifax",22133
"G5100833","1810","Virginia","51","510","Hampshire County",,"0833","Hampshire",9784
"G5100850","1810","Virginia","51","510","Hanover County","085","0850","Hanover",15082
"G5100853","1810","Virginia","51","510","Hardy County",,"0853","Hardy",5525
"G5100857","1810","Virginia","51","510","Harrison County",,"0857","Harrison",9958
"G5100870","1810","Virginia","51","510","Henrico County","087","0870","Henrico",9945
"G5100890","1810","Virginia","51","510","Henry County","089","0890","Henry",5611
"G5100930","1810","Virginia","51","510","Isle of Wight County","093","0930","Isle Of Wight",9186
"G5100950","1810","Virginia","51","510","James City County","095","0950","James City",4094
"G5100953","1810","Virginia","51","510","Jefferson County",,"0953","Jefferson",11851
"G5100957","1810","Virginia","51","510","Kanawha County",,"0957","Kanawha",3866
"G5100970","1810","Virginia","51","510","King and Queen County","097","0970","King And Queen",10988
"G5100990","1810","Virginia","51","510","King George County","099","0990","King George",6454
"G5101010","1810","Virginia","51","510","King William County","101","1010","King William",9285
"G5101030","1810","Virginia","51","510","Lancaster County","103","1030","Lancaster",5592
"G5101050","1810","Virginia","51","510","Lee County","105","1050","Lee",4694
"G5101070","1810","Virginia","51","510","Loudoun County","107","1070","Loudoun",21338
"G5101090","1810","Virginia","51","510","Louisa County","109","1090","Louisa",11900
"G5101110","1810","Virginia","51","510","Lunenburg County","111","1110","Lunenburg",12265
"G5101130","1810","Virginia","51","510","Madison County","113","1130","Madison",8381
"G5101137","1810","Virginia","51","510","Mason County",,"1137","Mason",1991
"G5101150","1810","Virginia","51","510","Mathews County","115","1150","Matthews",4227
"G5101170","1810","Virginia","51","510","Mecklenburg County","117","1170","Mecklenburg",18453
"G5101190","1810","Virginia","51","510","Middlesex County","119","1190","Middlesex",4414
"G5101193","1810","Virginia","51","510","Monongalia County",,"1193","Monongalia",12793
"G5101197","1810","Virginia","51","510","Monroe County",,"1197","Monroe",5444
"G5101210","1810","Virginia","51","510","Montgomery County","121","1210","Montgomery",8409
"G5101230","1810","Virginia","51","510","Nansemond County","123","1230","Nansemond",10324
"G5101250","1810","Virginia","51","510","Nelson County","125","1250","Nelson",9684
"G5101270","1810","Virginia","51","510","New Kent County","127","1270","New Kent",6478
"G5101290","1810","Virginia","51","510","Norfolk County","129","1290","Norfolk",13679
"G5101310","1810","Virginia","51","510","Northampton County","131","1310","Northampton",7474
"G5101330","1810","Virginia","51","510","Northumberland County","133","1330","Northumberland",8308
"G5101350","1810","Virginia","51","510","Nottoway County","135","1350","Nottoway",9278
"G5101355","1810","Virginia","51","510","Ohio County",,"1355","Ohio",8175
"G5101370","1810","Virginia","51","510","Orange County","137","1370","Orange",12323
"G5101410","1810","Virginia","51","510","Patrick County","141","1410","Patrick",4695
"G5101415","1810","Virginia","51","510","Pendleton County",,"1415","Pendleton",4239
"G5101430","1810","Virginia","51","510","Pittsylvania County","143","1430","Pittsylvania",17172
"G5101450","1810","Virginia","51","510","Powhatan County","145","1450","Powhatan",8073
"G5101470","1810","Virginia","51","510","Prince Edward County","147","1470","Prince Edward",12409
"G5101490","1810","Virginia","51","510","Prince George County","149","1490","Prince George",8050
"G5101510","1810","Virginia","51","510","Princess Anne County","151","1510","Princess Anne",9498
"G5101530","1810","Virginia","51","510","Prince William County","153","1530","Prince William",11311
"G5101557","1810","Virginia","51","510","Randolph County",,"1557","Randolph",2854
"G5101590","1810","Virginia","51","510","Richmond County","159","1590","Richmond",6214
"G5101630","1810","Virginia","51","510","Rockbridge County","163","1630","Rockbridge",10318
"G5101650","1810","Virginia","51","510","Rockingham County","165","1650","Rockingham",12753
"G5101670","1810","Virginia","51","510","Russell County","167","1670","Russell",6319
"G5101710","1810","Virginia","51","510","Shenandoah County","171","1710","Shenandoah",13646
"G5101750","1810","Virginia","51","510","Southampton County","175","1750","Southampton",13497
"G5101770","1810","Virginia","51","510","Spotsylvania County","177","1770","Spotsylvania",13296
"G5101790","1810","Virginia","51","510","Stafford County","179","1790","Stafford",9830
"G5101810","1810","Virginia","51","510","Surry County","181","1810","Surry",6855
"G5101830","1810","Virginia","51","510","Sussex County","183","1830","Sussex",11362
"G5101850","1810","Virginia","51","510","Tazewell County","185","1850","Tazewell",3007
"G5101890","1810","Virginia","51","510","Warwick County","189","1890","Warwick",1835
"G5101910","1810","Virginia","51","510","Washington County","191","1910","Washington",12156
"G5101930","1810","Virginia","51","510","Westmoreland County","193","1930","Westmoreland",8102
"G5101953","1810","Virginia","51","510","Wood County",,"1953","Wood",3036
"G5101970","1810","Virginia","51","510","Wythe County","197","1970","Wythe",8356
"G5101990","1810","Virginia","51","510","York County","199","1990","York",5187
"G5107100","1810","Virginia","51","510","Norfolk city","710","7100","Norfolk City",9193
"G5107300","1810","Virginia","51","510","Petersburg city","730","7300","Petersburg City",5668
"G5107600","1810","Virginia","51","510","Richmond city","760","7600","Richmond City",9735
