GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G4700550","1960","Tennessee","470","Giles","0550","Giles",8976,1919,0,0,0,0,0,9430,2084,0,1,0,0,0
"G4700570","1960","Tennessee","470","Grainger","0570","Grainger",6160,91,0,0,0,0,0,6167,86,1,0,0,0,1
"G4700590","1960","Tennessee","470","Greene","0590","Greene",20200,512,3,2,0,0,6,20872,561,1,1,0,1,4
"G4700610","1960","Tennessee","470","Grundy","0610","Grundy",5730,5,0,0,0,0,0,5767,10,0,0,0,0,0
"G4700630","1960","Tennessee","470","Hamblen","0630","Hamblen",15123,978,0,0,2,0,3,15905,1075,1,0,0,0,5
"G4700650","1960","Tennessee","470","Hamilton","0650","Hamilton",91268,21891,14,5,25,12,7,99262,25350,24,12,17,15,3
"G4700670","1960","Tennessee","470","Hancock","0670","Hancock",3754,49,0,1,0,0,0,3903,50,0,0,0,0,0
"G4700690","1960","Tennessee","470","Hardeman","0690","Hardeman",6343,4105,1,0,0,0,0,6782,4286,0,0,0,0,0
"G4700710","1960","Tennessee","470","Hardin","0710","Hardin",8095,532,0,0,0,0,0,8214,552,0,3,0,0,1
"G4700730","1960","Tennessee","470","Hawkins","0730","Hawkins",14532,512,3,4,0,0,15,14844,538,2,1,1,0,16
"G4700750","1960","Tennessee","470","Haywood","0750","Haywood",4417,7058,1,0,0,0,0,4638,7278,1,0,0,0,0
"G4700770","1960","Tennessee","470","Henderson","0770","Henderson",7174,816,0,0,0,0,0,7228,897,0,0,0,0,0
"G4700790","1960","Tennessee","470","Henry","0790","Henry",9197,1585,1,0,0,0,0,9753,1737,1,1,0,0,0
"G4700810","1960","Tennessee","470","Hickman","0810","Hickman",5643,297,0,0,0,0,0,5585,337,0,0,0,0,0
"G4700830","1960","Tennessee","470","Houston","0830","Houston",2212,182,0,0,0,0,0,2219,180,1,0,0,0,0
"G4700850","1960","Tennessee","470","Humphreys","0850","Humphreys",5479,279,2,0,0,0,0,5458,292,1,0,0,0,0
"G4700870","1960","Tennessee","470","Jackson","0870","Jackson",4557,18,0,0,0,0,0,4642,16,0,0,0,0,0
"G4700890","1960","Tennessee","470","Jefferson","0890","Jefferson",10299,437,1,0,0,0,0,10265,489,2,0,0,0,0
"G4700910","1960","Tennessee","470","Johnson","0910","Johnson",5256,71,0,0,0,0,0,5369,67,2,0,0,0,0
"G4700930","1960","Tennessee","470","Knox","0930","Knox",109471,10458,25,11,19,12,63,118132,12251,20,16,13,7,25
"G4700950","1960","Tennessee","470","Lake","0950","Lake",3675,1035,4,0,1,0,1,3685,1167,2,0,0,0,2
"G4700970","1960","Tennessee","470","Lauderdale","0970","Lauderdale",6675,4163,54,0,0,0,0,6786,4095,70,0,0,0,1
"G4700990","1960","Tennessee","470","Lawrence","0990","Lawrence",13580,254,1,0,0,0,8,13941,257,0,2,0,0,6
"G4701010","1960","Tennessee","470","Lewis","1010","Lewis",3049,58,0,0,0,0,0,3098,64,0,0,0,0,0
"G4701030","1960","Tennessee","470","Lincoln","1030","Lincoln",10149,1531,1,0,0,0,0,10523,1625,0,0,0,0,0
"G4701050","1960","Tennessee","470","Loudon","1050","Loudon",11408,218,1,0,0,0,0,11902,227,0,0,0,1,0
"G4701070","1960","Tennessee","470","McMinn","1070","Mcminn",15536,880,0,0,0,0,0,16337,906,1,2,0,0,0
"G4701090","1960","Tennessee","470","McNairy","1090","Mcnairy",8318,616,1,0,0,0,0,8518,632,0,0,0,0,0
"G4701110","1960","Tennessee","470","Macon","1110","Macon",6012,66,0,0,0,0,0,6064,55,0,0,0,0,0
"G4701130","1960","Tennessee","470","Madison","1130","Madison",19091,9914,0,5,5,0,2,20889,10737,1,6,2,0,3
"G4701150","1960","Tennessee","470","Marion","1150","Marion",9838,646,0,0,0,0,0,9857,693,1,1,0,0,0
"G4701170","1960","Tennessee","470","Marshall","1170","Marshall",7207,911,0,0,0,0,0,7670,1069,0,2,0,0,0
"G4701190","1960","Tennessee","470","Maury","1190","Maury",16299,3990,4,0,0,0,1,17015,4384,6,0,0,0,0
"G4701210","1960","Tennessee","470","Meigs","1210","Meigs",2501,128,0,0,0,0,0,2404,126,1,0,0,0,0
"G4701230","1960","Tennessee","470","Monroe","1230","Monroe",11116,450,0,0,0,0,2,11288,458,0,1,1,0,0
"G4701250","1960","Tennessee","470","Montgomery","1250","Montgomery",24167,5560,43,43,3,21,52,20429,5194,9,80,1,8,35
"G4701270","1960","Tennessee","470","Moore","1270","Moore",1589,148,0,0,0,0,0,1570,147,0,0,0,0,0
"G4701290","1960","Tennessee","470","Morgan","1290","Morgan",7221,289,0,0,0,0,0,6775,18,0,1,0,0,0
"G4701310","1960","Tennessee","470","Obion","1310","Obion",11503,1524,0,0,0,0,0,12250,1680,0,0,0,0,0
"G4701330","1960","Tennessee","470","Overton","1330","Overton",7217,33,0,0,0,0,0,7367,44,0,0,0,0,0
"G4701350","1960","Tennessee","470","Perry","1350","Perry",2507,94,2,0,0,0,0,2572,97,1,0,0,0,0
"G4701370","1960","Tennessee","470","Pickett","1370","Pickett",2196,3,0,0,0,0,0,2229,3,0,0,0,0,0
"G4701390","1960","Tennessee","470","Polk","1390","Polk",6001,14,0,0,0,0,0,6131,14,0,0,0,0,0
"G4701410","1960","Tennessee","470","Putnam","1410","Putnam",14482,256,0,0,2,0,0,14218,272,0,2,1,0,3
"G4701430","1960","Tennessee","470","Rhea","1430","Rhea",7379,290,1,0,2,1,3,7831,349,0,1,2,0,4
"G4701450","1960","Tennessee","470","Roane","1450","Roane",18341,760,2,0,3,0,0,19171,850,1,0,3,0,2
"G4701470","1960","Tennessee","470","Robertson","1470","Robertson",11200,2322,0,0,0,0,0,11349,2460,4,0,0,0,0
"G4701490","1960","Tennessee","470","Rutherford","1490","Rutherford",23439,3576,14,5,5,2,2,21751,3532,8,28,1,2,3
"G4701510","1960","Tennessee","470","Scott","1510","Scott",7679,2,0,0,0,0,0,7731,1,0,0,0,0,0
"G4701530","1960","Tennessee","470","Sequatchie","1530","Sequatchie",2927,0,0,0,0,0,3,2985,0,0,0,0,0,0
"G4701550","1960","Tennessee","470","Sevier","1550","Sevier",11853,98,0,0,2,0,1,12207,86,2,1,0,0,1
"G4701570","1960","Tennessee","470","Shelby","1570","Shelby",194239,107426,55,41,154,56,24,204698,120019,67,63,128,28,21
"G4701590","1960","Tennessee","470","Smith","1590","Smith",5689,290,0,0,0,0,0,5756,324,0,0,0,0,0
"G4701610","1960","Tennessee","470","Stewart","1610","Stewart",3802,122,2,0,0,0,0,3812,110,2,0,0,1,0
"G4701630","1960","Tennessee","470","Sullivan","1630","Sullivan",54144,1152,4,5,3,0,7,57490,1319,4,5,2,0,4
"G4701650","1960","Tennessee","470","Sumner","1650","Sumner",15933,2034,3,1,0,0,0,16158,2084,1,1,0,1,1
"G4701670","1960","Tennessee","470","Tipton","1670","Tipton",8597,5549,3,0,0,0,0,8769,5639,6,1,0,0,0
"G4701690","1960","Tennessee","470","Trousdale","1690","Trousdale",2063,408,0,0,0,1,0,2022,420,0,0,0,0,0
"G4701710","1960","Tennessee","470","Unicoi","1710","Unicoi",7323,2,0,0,0,0,0,7752,3,0,1,1,0,0
"G4701730","1960","Tennessee","470","Union","1730","Union",4235,0,0,0,0,0,0,4261,2,0,0,0,0,0
"G4701750","1960","Tennessee","470","Van Buren","1750","Van Buren",1811,12,0,0,0,0,0,1829,19,0,0,0,0,0
"G4701770","1960","Tennessee","470","Warren","1770","Warren",10867,563,2,0,0,0,0,11116,554,0,0,0,0,0
"G4701790","1960","Tennessee","470","Washington","1790","Washington",31421,1314,2,3,8,2,6,30865,1187,1,7,6,3,7
"G4701810","1960","Tennessee","470","Wayne","1810","Wayne",5862,92,0,0,0,0,0,5840,114,0,0,0,0,0
"G4701830","1960","Tennessee","470","Weakley","1830","Weakley",11116,835,1,0,0,0,0,11354,920,1,0,0,0,0
"G4701850","1960","Tennessee","470","White","1850","White",7354,201,5,0,0,0,0,7785,227,5,0,0,0,0
"G4701870","1960","Tennessee","470","Williamson","1870","Williamson",9982,2450,7,0,0,0,0,10221,2601,5,0,0,0,1
"G4701890","1960","Tennessee","470","Wilson","1890","Wilson",11552,2010,8,0,0,0,0,11976,2107,14,0,0,1,0
"G4800010","1960","Texas","480","Anderson","0010","Anderson",9463,3930,2,0,1,0,1,10334,4428,1,1,1,0,0
"G4800030","1960","Texas","480","Andrews","0030","Andrews",6741,144,2,0,0,0,0,6423,135,3,1,0,0,1
"G4800050","1960","Texas","480","Angelina","0050","Angelina",16191,3371,3,1,1,1,0,16540,3691,3,5,5,2,0
"G4800070","1960","Texas","480","Aransas","0070","Aransas",3401,138,1,2,0,0,0,3318,143,0,3,0,0,0
"G4800090","1960","Texas","480","Archer","0090","Archer",3025,9,5,0,0,0,0,3057,10,4,0,0,0,0
"G4800110","1960","Texas","480","Armstrong","0110","Armstrong",1014,2,1,0,0,0,0,947,1,1,0,0,0,0
"G4800130","1960","Texas","480","Atascosa","0130","Atascosa",9307,88,1,4,0,0,0,9333,90,2,2,0,1,0
"G4800150","1960","Texas","480","Austin","0150","Austin",5367,1410,4,0,0,0,0,5452,1543,1,0,0,0,0
"G4800170","1960","Texas","480","Bailey","0170","Bailey",4484,192,2,0,0,1,1,4234,173,2,1,0,0,0
"G4800190","1960","Texas","480","Bandera","0190","Bandera",1925,6,0,0,0,0,0,1948,13,0,0,0,0,0
"G4800210","1960","Texas","480","Bastrop","0210","Bastrop",5775,2566,2,0,0,0,0,5857,2725,0,0,0,0,0
"G4800230","1960","Texas","480","Baylor","0230","Baylor",2786,115,0,0,0,0,0,2874,118,0,0,0,0,0
"G4800250","1960","Texas","480","Bee","0250","Bee",11834,279,12,2,0,49,0,11282,257,10,7,0,23,0
"G4800270","1960","Texas","480","Bell","0270","Bell",44727,5748,74,132,23,80,40,37972,4903,19,237,42,69,31
"G4800290","1960","Texas","480","Bexar","0290","Bexar",318634,22190,177,167,531,115,86,321122,23124,118,311,407,98,71
"G4800310","1960","Texas","480","Blanco","0310","Blanco",1803,52,0,0,0,0,0,1751,51,0,0,0,0,0
"G4800330","1960","Texas","480","Borden","0330","Borden",564,0,0,0,0,0,0,512,0,0,0,0,0,0
"G4800350","1960","Texas","480","Bosque","0350","Bosque",5156,176,1,0,0,0,3,5285,187,0,0,0,0,1
"G4800370","1960","Texas","480","Bowie","0370","Bowie",22309,6827,12,1,0,2,1,23266,7537,7,4,0,3,2
"G4800390","1960","Texas","480","Brazoria","0390","Brazoria",34744,5323,21,2,2,2,7,32310,3750,27,1,5,3,7
"G4800410","1960","Texas","480","Brazos","0410","Brazos",19657,4368,1,15,15,7,70,15753,4972,5,12,1,9,10
"G4800430","1960","Texas","480","Brewster","0430","Brewster",3301,20,1,0,0,0,4,3084,24,0,0,0,0,0
"G4800450","1960","Texas","480","Briscoe","0450","Briscoe",1715,93,1,0,0,0,0,1668,98,2,0,0,0,0
"G4800470","1960","Texas","480","Brooks","0470","Brooks",4329,6,0,0,0,0,0,4268,5,0,0,0,1,0
"G4800490","1960","Texas","480","Brown","0490","Brown",11492,348,2,0,5,0,0,12475,395,2,2,5,1,1
"G4800510","1960","Texas","480","Burleson","0510","Burleson",3818,1648,0,0,0,0,0,3861,1849,0,0,0,1,0
"G4800530","1960","Texas","480","Burnet","0530","Burnet",4540,74,0,0,0,0,0,4554,97,0,0,0,0,0
"G4800550","1960","Texas","480","Caldwell","0550","Caldwell",7105,1221,9,0,0,0,0,7513,1361,12,1,0,0,0
"G4800570","1960","Texas","480","Calhoun","0570","Calhoun",8061,417,2,0,0,0,0,7709,401,0,1,0,1,0
"G4800590","1960","Texas","480","Callahan","0590","Callahan",3931,1,1,2,0,0,0,3990,1,0,2,0,0,1
"G4800610","1960","Texas","480","Cameron","0610","Cameron",73657,486,12,101,14,7,6,76220,436,14,128,7,4,6
"G4800630","1960","Texas","480","Camp","0630","Camp",2346,1459,0,1,0,0,0,2517,1525,0,1,0,0,0
"G4800650","1960","Texas","480","Carson","0650","Carson",3899,13,0,0,0,0,0,3855,9,2,3,0,0,0
"G4800670","1960","Texas","480","Cass","0670","Cass",8109,3332,2,0,0,0,3,8403,3640,3,0,0,0,4
"G4800690","1960","Texas","480","Castro","0690","Castro",4400,199,1,0,0,0,0,4150,173,0,0,0,0,0
"G4800710","1960","Texas","480","Chambers","0710","Chambers",4086,1131,0,1,0,0,0,4000,1158,0,2,0,0,1
"G4800730","1960","Texas","480","Cherokee","0730","Cherokee",12023,4128,2,0,1,2,0,12567,4394,2,0,0,1,0
"G4800750","1960","Texas","480","Childress","0750","Childress",3830,256,3,0,0,0,0,4064,264,4,0,0,0,0
"G4800770","1960","Texas","480","Clay","0770","Clay",4128,34,0,0,0,0,0,4140,48,1,0,0,0,0
"G4800790","1960","Texas","480","Cochran","0790","Cochran",3179,144,1,0,0,0,0,2945,148,0,0,0,0,0
"G4800810","1960","Texas","480","Coke","0810","Coke",1786,2,0,1,0,0,0,1798,2,0,0,0,0,0
"G4800830","1960","Texas","480","Coleman","0830","Coleman",5917,141,2,0,0,0,1,6217,180,0,0,0,0,0
"G4800850","1960","Texas","480","Collin","0850","Collin",18133,2261,23,0,0,0,6,18653,2146,11,2,1,3,8
"G4800870","1960","Texas","480","Collingsworth","0870","Collingsworth",2823,249,0,0,0,0,1,2917,285,1,0,0,0,0
"G4800890","1960","Texas","480","Colorado","0890","Colorado",6900,2196,0,0,0,0,0,6968,2399,0,0,0,0,0
"G4800910","1960","Texas","480","Comal","0910","Comal",9470,199,0,3,0,0,0,9951,212,2,7,0,0,0
"G4800930","1960","Texas","480","Comanche","0930","Comanche",5791,0,1,5,2,0,0,6057,2,1,5,1,0,0
"G4800950","1960","Texas","480","Concho","0950","Concho",1801,3,0,0,0,0,0,1868,0,0,0,0,0,0
"G4800970","1960","Texas","480","Cooke","0970","Cooke",10509,388,8,0,0,0,0,11190,459,6,0,0,0,0
"G4800990","1960","Texas","480","Coryell","0990","Coryell",13431,1088,15,20,3,24,17,9076,205,4,45,1,19,13
"G4801010","1960","Texas","480","Cottle","1010","Cottle",1909,187,2,0,0,0,0,1954,154,1,0,0,0,0
"G4801030","1960","Texas","480","Crane","1030","Crane",2246,106,1,0,0,0,0,2226,117,2,0,1,0,0
"G4801050","1960","Texas","480","Crockett","1050","Crockett",2095,69,0,0,0,0,0,1988,57,0,0,0,0,0
"G4801070","1960","Texas","480","Crosby","1070","Crosby",4729,438,0,0,0,1,6,4737,435,0,0,0,0,1
"G4801090","1960","Texas","480","Culberson","1090","Culberson",1471,3,4,0,0,0,0,1309,4,3,0,0,0,0
"G4801110","1960","Texas","480","Dallam","1110","Dallam",3185,29,1,0,0,0,0,3058,29,0,0,0,0,0
"G4801130","1960","Texas","480","Dallas","1130","Dallas",393261,66182,842,72,139,27,99,418000,71772,796,127,97,26,87
"G4801150","1960","Texas","480","Dawson","1150","Dawson",9083,523,10,0,0,0,0,9021,536,9,2,0,0,1
"G4801170","1960","Texas","480","Deaf Smith","1170","Deaf Smith",6561,143,7,2,0,0,0,6360,111,3,0,0,0,0
"G4801190","1960","Texas","480","Delta","1190","Delta",2423,396,14,0,0,0,0,2577,434,16,0,0,0,0
"G4801210","1960","Texas","480","Denton","1210","Denton",21337,1418,32,1,2,0,4,23109,1466,28,9,18,1,7
"G4801230","1960","Texas","480","De Witt","1230","De Witt",8714,1306,0,0,0,0,0,9182,1480,1,0,0,0,0
"G4801250","1960","Texas","480","Dickens","1250","Dickens",2332,136,1,0,0,0,0,2370,121,2,1,0,0,0
"G4801270","1960","Texas","480","Dimmit","1270","Dimmit",5065,26,0,1,0,0,0,4975,27,0,1,0,0,0
"G4801290","1960","Texas","480","Donley","1290","Donley",2123,109,3,0,0,0,0,2105,106,3,0,0,0,0
"G4801310","1960","Texas","480","Duval","1310","Duval",6685,3,0,0,0,0,0,6706,4,0,0,0,0,0
"G4801330","1960","Texas","480","Eastland","1330","Eastland",9280,149,1,0,1,0,0,9900,195,0,0,0,0,0
"G4801350","1960","Texas","480","Ector","1350","Ector",43443,2425,14,3,0,0,4,42677,2389,25,7,0,0,8
"G4801370","1960","Texas","480","Edwards","1370","Edwards",1220,6,1,0,0,0,0,1089,1,0,0,0,0,0
"G4801390","1960","Texas","480","Ellis","1390","Ellis",16078,4977,5,0,0,0,12,17049,5266,3,2,0,0,3
"G4801410","1960","Texas","480","El Paso","1410","El Paso",152332,4912,168,313,181,200,90,151223,3659,105,552,104,148,83
"G4801430","1960","Texas","480","Erath","1430","Erath",7966,47,6,3,0,0,2,8129,67,6,10,0,0,0
"G4801450","1960","Texas","480","Falls","1450","Falls",6993,3261,0,0,0,0,0,7313,3694,1,1,0,0,0
"G4801470","1960","Texas","480","Fannin","1470","Fannin",10539,1183,21,0,0,3,13,10834,1263,20,1,0,0,3
"G4801490","1960","Texas","480","Fayette","1490","Fayette",8666,1345,0,0,0,0,2,8838,1529,0,1,0,0,3
"G4801510","1960","Texas","480","Fisher","1510","Fisher",3702,182,0,0,0,0,0,3786,195,0,0,0,0,0
"G4801530","1960","Texas","480","Floyd","1530","Floyd",5802,458,0,0,0,0,0,5674,435,0,0,0,0,0
"G4801550","1960","Texas","480","Foard","1550","Foard",1409,135,2,0,0,0,0,1438,136,5,0,0,0,0
"G4801570","1960","Texas","480","Fort Bend","1570","Fort Bend",17109,4200,5,0,0,0,0,15291,3904,12,3,1,1,1
"G4801590","1960","Texas","480","Franklin","1590","Franklin",2303,209,0,0,0,0,0,2403,186,0,0,0,0,0
"G4801610","1960","Texas","480","Freestone","1610","Freestone",3708,2423,1,1,0,0,0,3896,2495,0,0,0,1,0
"G4801630","1960","Texas","480","Frio","1630","Frio",5023,35,1,0,0,0,0,5028,25,0,0,0,0,0
"G4801650","1960","Texas","480","Gaines","1650","Gaines",6183,188,3,0,3,0,1,5719,165,2,1,1,0,1
"G4801670","1960","Texas","480","Galveston","1670","Galveston",54778,14384,25,14,34,27,6,55519,15462,21,26,15,53,0
"G4801690","1960","Texas","480","Garza","1690","Garza",3122,152,0,0,0,0,0,3168,169,0,0,0,0,0
"G4801710","1960","Texas","480","Gillespie","1710","Gillespie",4910,7,0,0,0,0,0,5120,9,0,0,0,1,1
"G4801730","1960","Texas","480","Glasscock","1730","Glasscock",596,7,0,0,0,0,0,509,6,0,0,0,0,0
"G4801750","1960","Texas","480","Goliad","1750","Goliad",2411,289,1,0,0,0,0,2390,337,1,0,0,0,0
"G4801770","1960","Texas","480","Gonzales","1770","Gonzales",7153,1536,1,3,0,0,1,7435,1706,4,2,0,0,4
"G4801790","1960","Texas","480","Gray","1790","Gray",15175,456,9,0,7,0,1,15417,454,6,1,5,0,4
"G4801810","1960","Texas","480","Grayson","1810","Grayson",32616,3039,29,7,3,3,11,33897,3382,31,19,0,0,6
"G4801830","1960","Texas","480","Gregg","1830","Gregg",26219,7438,8,0,4,1,11,27287,8453,6,5,0,1,3
"G4801850","1960","Texas","480","Grimes","1850","Grimes",3872,2314,0,0,0,0,3,3987,2530,0,0,0,0,3
"G4801870","1960","Texas","480","Guadalupe","1870","Guadalupe",12721,1543,2,0,1,0,1,12984,1753,3,6,0,3,0
"G4801890","1960","Texas","480","Hale","1890","Hale",17501,983,8,0,5,0,2,17281,1005,2,1,2,0,8
"G4801910","1960","Texas","480","Hall","1910","Hall",3135,494,1,0,0,0,1,3222,465,1,0,1,0,2
"G4801930","1960","Texas","480","Hamilton","1930","Hamilton",4090,1,6,0,0,0,0,4385,1,4,1,0,0,0
"G4801950","1960","Texas","480","Hansford","1950","Hansford",3127,4,10,0,0,0,0,3057,3,7,0,0,0,0
"G4801970","1960","Texas","480","Hardeman","1970","Hardeman",3529,484,6,0,0,0,3,3754,485,14,0,0,0,0
"G4801990","1960","Texas","480","Hardin","1990","Hardin",10323,2009,6,0,0,0,2,10286,1994,6,1,0,0,2
"G4802010","1960","Texas","480","Harris","2010","Harris",488215,118797,197,198,1017,82,130,505470,127554,194,265,857,73,109
"G4802030","1960","Texas","480","Harrison","2030","Harrison",12381,9439,6,1,9,0,11,13417,10301,6,3,11,2,7
"G4802050","1960","Texas","480","Hartley","2050","Hartley",1099,1,0,0,0,0,0,1070,1,0,0,0,0,0
"G4802070","1960","Texas","480","Haskell","2070","Haskell",5276,317,0,0,0,0,1,5255,325,0,0,0,0,0
"G4802090","1960","Texas","480","Hays","2090","Hays",9287,515,3,10,0,0,2,9515,586,1,9,1,1,4
"G4802110","1960","Texas","480","Hemphill","2110","Hemphill",1609,0,1,0,0,0,0,1574,0,1,0,0,0,0
"G4802130","1960","Texas","480","Henderson","2130","Henderson",8432,2155,2,0,2,0,1,8831,2356,1,1,3,0,2
"G4802150","1960","Texas","480","Hidalgo","2150","Hidalgo",89670,227,24,55,19,5,4,90558,229,40,58,8,3,4
"G4802170","1960","Texas","480","Hill","2170","Hill",9683,1786,5,2,0,0,4,10276,1879,6,2,1,0,6
"G4802190","1960","Texas","480","Hockley","2190","Hockley",10727,646,9,0,0,0,8,10339,591,10,0,0,0,10
"G4802210","1960","Texas","480","Hood","2210","Hood",2669,26,0,0,0,0,0,2722,24,0,1,0,0,1
"G4802230","1960","Texas","480","Hopkins","2230","Hopkins",7921,1098,1,0,0,0,0,8353,1220,1,0,0,0,0
"G4802250","1960","Texas","480","Houston","2250","Houston",6633,3699,0,0,0,0,5,5285,3745,2,0,0,0,7
"G4802270","1960","Texas","480","Howard","2270","Howard",19457,867,16,10,4,7,5,18911,805,17,19,2,14,5
"G4802290","1960","Texas","480","Hudspeth","2290","Hudspeth",1870,7,1,0,0,0,0,1459,6,0,0,0,0,0
"G4802310","1960","Texas","480","Hunt","2310","Hunt",15965,3139,3,1,0,0,23,16969,3269,7,2,0,0,21
"G4802330","1960","Texas","480","Hutchinson","2330","Hutchinson",16930,361,33,5,1,0,1,16727,330,25,5,0,0,1
"G4802350","1960","Texas","480","Irion","2350","Irion",619,6,0,0,0,0,0,553,4,1,0,0,0,0
"G4802370","1960","Texas","480","Jack","2370","Jack",3608,43,0,0,0,0,1,3724,42,0,0,0,0,0
"G4802390","1960","Texas","480","Jackson","2390","Jackson",6206,795,0,0,0,0,0,6141,898,0,0,0,0,0
"G4802410","1960","Texas","480","Jasper","2410","Jasper",8241,2760,2,0,0,0,1,8357,2736,2,0,0,0,1
"G4802430","1960","Texas","480","Jeff Davis","2430","Jeff Davis",815,1,0,0,0,0,0,765,0,0,0,0,0,1
"G4802450","1960","Texas","480","Jefferson","2450","Jefferson",92978,27640,28,18,20,18,22,95319,29531,25,19,7,15,19
"G4802470","1960","Texas","480","Jim Hogg","2470","Jim Hogg",2473,1,1,0,0,0,0,2543,2,1,0,0,0,1
"G4802490","1960","Texas","480","Jim Wells","2490","Jim Wells",16950,198,1,0,0,0,1,17201,191,2,0,0,4,0
"G4802510","1960","Texas","480","Johnson","2510","Johnson",16214,802,3,3,0,0,0,16818,866,4,8,0,0,2
"G4802530","1960","Texas","480","Jones","2530","Jones",8930,526,2,1,0,0,0,9249,584,3,1,0,0,3
"G4802550","1960","Texas","480","Karnes","2550","Karnes",7222,206,0,0,0,0,0,7348,218,1,0,0,0,0
"G4802570","1960","Texas","480","Kaufman","2570","Kaufman",10094,4397,5,0,0,0,13,10871,4534,5,1,1,0,10
"G4802590","1960","Texas","480","Kendall","2590","Kendall",2882,21,0,0,0,0,0,2967,19,0,0,0,0,0
"G4802610","1960","Texas","480","Kenedy","2610","Kenedy",490,0,0,0,0,0,0,394,0,0,0,0,0,0
"G4802630","1960","Texas","480","Kent","2630","Kent",835,26,0,0,0,0,0,845,21,0,0,0,0,0
"G4802650","1960","Texas","480","Kerr","2650","Kerr",7799,355,3,0,1,1,4,8285,347,4,1,0,0,0
"G4802670","1960","Texas","480","Kimble","2670","Kimble",1978,5,1,0,0,0,0,1956,3,0,0,0,0,0
"G4802690","1960","Texas","480","King","2690","King",334,16,7,0,0,0,0,248,28,7,0,0,0,0
"G4802710","1960","Texas","480","Kinney","2710","Kinney",1196,95,0,0,0,0,0,1066,94,1,0,0,0,0
"G4802730","1960","Texas","480","Kleberg","2730","Kleberg",15242,487,9,5,0,37,20,13676,524,4,26,1,17,4
"G4802750","1960","Texas","480","Knox","2750","Knox",3624,270,4,0,0,1,9,3650,291,4,0,0,0,4
"G4802770","1960","Texas","480","Lamar","2770","Lamar",13340,3065,30,1,2,0,1,14459,3304,30,2,0,0,0
"G4802790","1960","Texas","480","Lamb","2790","Lamb",10063,868,1,2,0,0,2,10154,795,4,5,0,0,2
"G4802810","1960","Texas","480","Lampasas","2810","Lampasas",4461,144,4,0,0,0,0,4667,141,1,0,0,0,0
"G4802830","1960","Texas","480","La Salle","2830","La Salle",2997,4,0,0,0,0,0,2968,3,0,0,0,0,0
"G4802850","1960","Texas","480","Lavaca","2850","Lavaca",8956,1016,2,0,2,0,0,9106,1084,5,0,3,0,0
"G4802870","1960","Texas","480","Lee","2870","Lee",3365,1024,1,0,0,0,0,3443,1115,1,0,0,0,0
"G4802890","1960","Texas","480","Leon","2890","Leon",3049,1814,1,0,0,0,0,3104,1982,0,1,0,0,0
"G4802910","1960","Texas","480","Liberty","2910","Liberty",12139,3659,2,0,0,0,6,12043,3737,3,2,0,1,3
"G4802930","1960","Texas","480","Limestone","2930","Limestone",6595,2733,1,0,0,0,1,8011,3071,1,0,0,0,0
"G4802950","1960","Texas","480","Lipscomb","2950","Lipscomb",1731,0,23,0,0,0,0,1647,1,4,0,0,0,0
"G4802970","1960","Texas","480","Live Oak","2970","Live Oak",3901,10,1,0,0,0,0,3926,8,0,0,0,0,0
"G4802990","1960","Texas","480","Llano","2990","Llano",2569,21,0,0,0,0,0,2625,25,0,0,0,0,0
"G4803010","1960","Texas","480","Loving","3010","Loving",109,6,0,0,0,0,0,107,4,0,0,0,0,0
"G4803030","1960","Texas","480","Lubbock","3030","Lubbock",72123,6030,28,9,23,3,24,71679,6276,29,14,11,6,16
"G4803050","1960","Texas","480","Lynn","3050","Lynn",5123,354,1,0,0,0,0,5122,311,2,0,0,0,1
"G4803070","1960","Texas","480","McCulloch","3070","Mcculloch",4152,147,2,2,0,0,0,4335,172,4,1,0,0,0
"G4803090","1960","Texas","480","McLennan","3090","Mclennan",62250,11474,24,17,34,6,19,63620,12562,26,32,15,5,7
"G4803110","1960","Texas","480","McMullen","3110","Mcmullen",592,0,0,0,0,0,0,524,0,0,0,0,0,0
"G4803130","1960","Texas","480","Madison","3130","Madison",2308,1153,0,0,0,0,5,2195,1083,0,0,0,0,5
"G4803150","1960","Texas","480","Marion","3150","Marion",1916,2012,0,0,0,0,5,1912,2198,4,0,0,0,2
"G4803170","1960","Texas","480","Martin","3170","Martin",2492,100,0,0,0,0,0,2365,109,1,1,0,0,0
"G4803190","1960","Texas","480","Mason","3190","Mason",1865,11,0,0,0,0,0,1892,12,0,0,0,0,0
"G4803210","1960","Texas","480","Matagorda","3210","Matagorda",10199,2568,2,0,0,0,0,10218,2755,2,0,0,0,0
"G4803230","1960","Texas","480","Maverick","3230","Maverick",7105,19,1,1,0,0,1,7369,10,0,2,0,0,0
"G4803250","1960","Texas","480","Medina","3250","Medina",9433,83,3,1,0,0,0,9291,91,1,0,0,1,0
"G4803270","1960","Texas","480","Menard","3270","Menard",1428,19,0,0,0,0,0,1498,19,0,0,0,0,0
"G4803290","1960","Texas","480","Midland","3290","Midland",30306,3025,15,0,8,0,2,31098,3240,13,4,5,1,0
"G4803310","1960","Texas","480","Milam","3310","Milam",9024,1874,5,0,0,0,0,9207,2145,7,0,0,0,1
