GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G2000350","1960","Kansas","200","Cowley","0350","Cowley",17723,455,149,0,0,1,10,18892,497,125,1,0,2,6
"G2000370","1960","Kansas","200","Crawford","0370","Crawford",17755,207,9,6,8,0,0,18761,265,11,5,3,0,2
"G2000390","1960","Kansas","200","Decatur","0390","Decatur",2847,0,0,1,0,0,0,2929,0,0,1,0,0,0
"G2000410","1960","Kansas","200","Dickinson","0410","Dickinson",10520,85,6,6,0,0,4,10829,76,6,26,0,0,14
"G2000430","1960","Kansas","200","Doniphan","0430","Doniphan",4665,190,3,0,0,0,1,4521,182,9,3,0,0,0
"G2000450","1960","Kansas","200","Douglas","0450","Douglas",20683,881,664,19,31,1,48,19890,883,563,11,18,5,23
"G2000470","1960","Kansas","200","Edwards","0470","Edwards",2472,6,1,0,0,0,0,2631,7,0,1,0,0,0
"G2000490","1960","Kansas","200","Elk","0490","Elk",2506,5,0,0,0,0,0,2535,2,0,0,0,0,0
"G2000510","1960","Kansas","200","Ellis","0510","Ellis",10640,16,0,0,2,0,2,10588,13,1,4,0,0,4
"G2000530","1960","Kansas","200","Ellsworth","0530","Ellsworth",3771,17,0,0,0,0,0,3869,19,0,1,0,0,0
"G2000550","1960","Kansas","200","Finney","0550","Finney",8005,99,4,0,0,0,0,7871,109,5,0,0,0,0
"G2000570","1960","Kansas","200","Ford","0570","Ford",10147,138,8,0,0,1,4,10494,136,2,1,0,2,5
"G2000590","1960","Kansas","200","Franklin","0590","Franklin",9374,151,23,1,2,0,0,9813,158,20,3,1,1,1
"G2000610","1960","Kansas","200","Geary","0610","Geary",13674,1929,29,92,8,86,48,10960,1441,14,321,11,94,72
"G2000630","1960","Kansas","200","Gove","0630","Gove",2064,4,0,0,0,0,0,2034,4,0,1,0,0,0
"G2000650","1960","Kansas","200","Graham","0650","Graham",2714,111,0,0,0,0,1,2676,84,0,0,0,0,0
"G2000670","1960","Kansas","200","Grant","0670","Grant",2714,0,0,7,0,0,0,2543,1,0,4,0,0,0
"G2000690","1960","Kansas","200","Gray","0690","Gray",2211,8,0,0,1,0,1,2153,6,0,0,0,0,0
"G2000710","1960","Kansas","200","Greeley","0710","Greeley",1066,6,1,0,0,0,0,1006,8,0,0,0,0,0
"G2000730","1960","Kansas","200","Greenwood","0730","Greenwood",5619,0,4,1,0,0,0,5624,0,1,4,0,0,0
"G2000750","1960","Kansas","200","Hamilton","0750","Hamilton",1594,7,0,0,0,0,0,1535,8,0,0,0,0,0
"G2000770","1960","Kansas","200","Harper","0770","Harper",4635,14,1,1,0,0,0,4872,18,0,0,0,0,0
"G2000790","1960","Kansas","200","Harvey","0790","Harvey",12255,224,5,2,4,0,4,13100,252,9,3,0,0,7
"G2000810","1960","Kansas","200","Haskell","0810","Haskell",1509,0,9,0,0,0,0,1464,1,7,0,0,0,0
"G2000830","1960","Kansas","200","Hodgeman","0830","Hodgeman",1596,12,0,0,0,0,1,1496,8,0,0,0,0,2
"G2000850","1960","Kansas","200","Jackson","0850","Jackson",4928,11,182,0,0,0,0,5004,12,171,0,0,0,1
"G2000870","1960","Kansas","200","Jefferson","0870","Jefferson",5657,52,19,0,0,1,0,5456,48,17,1,0,1,0
"G2000890","1960","Kansas","200","Jewell","0890","Jewell",3622,2,1,0,0,0,1,3591,0,0,0,0,0,0
"G2000910","1960","Kansas","200","Johnson","0910","Johnson",70491,430,24,8,13,14,15,72182,513,34,29,10,17,12
"G2000930","1960","Kansas","200","Kearny","0930","Kearny",1571,1,2,3,0,0,0,1527,0,2,2,0,0,0
"G2000950","1960","Kansas","200","Kingman","0950","Kingman",4959,8,0,1,0,0,0,4986,3,0,1,0,0,0
"G2000970","1960","Kansas","200","Kiowa","0970","Kiowa",2268,0,0,1,1,0,0,2354,0,0,0,2,0,0
"G2000990","1960","Kansas","200","Labette","0990","Labette",12276,594,17,3,0,0,7,13210,675,10,1,1,1,10
"G2001010","1960","Kansas","200","Lane","1010","Lane",1543,0,0,0,0,0,0,1516,1,0,0,0,0,0
"G2001030","1960","Kansas","200","Leavenworth","1030","Leavenworth",24056,2848,102,16,4,11,36,19779,1564,19,55,5,10,19
"G2001050","1960","Kansas","200","Lincoln","1050","Lincoln",2745,0,1,2,0,0,5,2794,1,3,3,0,0,2
"G2001070","1960","Kansas","200","Linn","1070","Linn",4024,31,2,0,0,0,0,4181,35,1,0,0,0,0
"G2001090","1960","Kansas","200","Logan","1090","Logan",1991,25,1,0,0,0,5,1983,27,0,0,1,0,3
"G2001110","1960","Kansas","200","Lyon","1110","Lyon",12879,252,4,19,8,0,31,13455,245,3,14,1,1,16
"G2001130","1960","Kansas","200","McPherson","1130","Mcpherson",11911,36,8,1,1,0,5,12278,31,7,2,1,1,3
"G2001150","1960","Kansas","200","Marion","1150","Marion",7488,14,2,1,1,0,7,7607,8,2,2,0,1,10
"G2001170","1960","Kansas","200","Marshall","1170","Marshall",7665,10,0,0,0,0,0,7917,4,0,1,0,1,0
"G2001190","1960","Kansas","200","Meade","1190","Meade",2773,2,5,0,0,0,0,2720,1,4,0,0,0,0
"G2001210","1960","Kansas","200","Miami","1210","Miami",9379,343,2,3,0,0,3,9775,374,1,2,0,1,1
"G2001230","1960","Kansas","200","Mitchell","1230","Mitchell",4332,0,0,0,0,0,3,4518,12,0,1,0,0,0
"G2001250","1960","Kansas","200","Montgomery","1250","Montgomery",20176,1385,61,0,0,0,14,21697,1612,54,4,0,0,4
"G2001270","1960","Kansas","200","Morris","1270","Morris",3701,26,0,0,0,0,0,3628,36,0,0,0,0,1
"G2001290","1960","Kansas","200","Morton","1290","Morton",1739,2,1,3,0,0,0,1605,1,0,3,0,0,0
"G2001310","1960","Kansas","200","Nemaha","1310","Nemaha",6411,22,0,2,0,0,0,6434,26,0,1,0,0,1
"G2001330","1960","Kansas","200","Neosho","1330","Neosho",9306,157,4,0,2,0,3,9823,153,3,0,1,0,3
"G2001350","1960","Kansas","200","Ness","1350","Ness",2745,1,0,0,0,0,0,2723,1,0,0,0,0,0
"G2001370","1960","Kansas","200","Norton","1370","Norton",3966,8,1,1,1,1,4,4038,7,0,4,0,0,4
"G2001390","1960","Kansas","200","Osage","1390","Osage",6454,9,5,0,0,0,0,6398,11,6,1,0,1,1
"G2001410","1960","Kansas","200","Osborne","1410","Osborne",3653,13,0,0,0,0,0,3830,10,0,0,0,0,0
"G2001430","1960","Kansas","200","Ottawa","1430","Ottawa",3388,8,2,0,0,0,0,3375,6,0,0,0,0,0
"G2001450","1960","Kansas","200","Pawnee","1450","Pawnee",4976,132,10,6,1,0,1,5021,93,4,7,1,0,2
"G2001470","1960","Kansas","200","Phillips","1470","Phillips",4346,8,0,0,0,0,0,4343,12,0,0,0,0,0
"G2001490","1960","Kansas","200","Pottawatomie","1490","Pottawatomie",6151,10,8,1,1,2,11,5753,9,6,4,0,0,1
"G2001510","1960","Kansas","200","Pratt","1510","Pratt",5848,132,1,0,0,0,2,6009,123,4,1,0,0,2
"G2001530","1960","Kansas","200","Rawlins","1530","Rawlins",2649,0,0,0,0,0,0,2630,0,0,0,0,0,0
"G2001550","1960","Kansas","200","Reno","1550","Reno",28462,604,16,10,1,0,27,29293,596,11,11,2,1,21
"G2001570","1960","Kansas","200","Republic","1570","Republic",4866,0,0,0,0,0,1,4898,2,1,0,0,0,0
"G2001590","1960","Kansas","200","Rice","1590","Rice",6795,44,1,0,0,0,1,7011,48,3,3,0,0,3
"G2001610","1960","Kansas","200","Riley","1610","Riley",22170,1337,59,27,53,11,159,17302,559,28,116,19,7,67
"G2001630","1960","Kansas","200","Rooks","1630","Rooks",4839,14,0,1,0,1,0,4858,19,0,0,0,1,1
"G2001650","1960","Kansas","200","Rush","1650","Rush",3077,2,4,1,0,0,0,3071,1,4,0,0,0,0
"G2001670","1960","Kansas","200","Russell","1670","Russell",5588,16,5,0,0,0,0,5714,23,1,1,0,0,0
"G2001690","1960","Kansas","200","Saline","1690","Saline",26509,961,21,51,17,13,4,26223,781,7,109,8,10,1
"G2001710","1960","Kansas","200","Scott","1710","Scott",2608,4,0,0,0,0,0,2614,2,0,0,0,0,0
"G2001730","1960","Kansas","200","Sedgwick","1730","Sedgwick",157716,9920,559,25,124,18,65,163499,10549,503,84,87,21,61
"G2001750","1960","Kansas","200","Seward","1750","Seward",7837,156,19,1,0,0,3,7759,142,6,3,0,0,4
"G2001770","1960","Kansas","200","Shawnee","1770","Shawnee",64143,4716,266,19,26,7,72,66813,4797,264,77,25,8,53
"G2001790","1960","Kansas","200","Sheridan","1790","Sheridan",2193,0,0,0,0,0,0,2073,1,0,0,0,0,0
"G2001810","1960","Kansas","200","Sherman","1810","Sherman",3251,12,2,1,0,1,0,3403,6,6,0,0,0,0
"G2001830","1960","Kansas","200","Smith","1830","Smith",3855,0,0,0,0,0,0,3919,0,1,1,0,0,0
"G2001850","1960","Kansas","200","Stafford","1850","Stafford",3644,9,3,0,0,0,0,3781,8,5,1,0,0,0
"G2001870","1960","Kansas","200","Stanton","1870","Stanton",1078,2,5,7,0,0,0,1003,1,7,5,0,0,0
"G2001890","1960","Kansas","200","Stevens","1890","Stevens",2230,34,3,0,0,0,0,2096,32,3,2,0,0,0
"G2001910","1960","Kansas","200","Sumner","1910","Sumner",12312,117,5,0,0,0,1,12751,124,3,2,0,0,1
"G2001930","1960","Kansas","200","Thomas","1930","Thomas",3644,0,0,0,0,0,0,3712,0,0,2,0,0,0
"G2001950","1960","Kansas","200","Trego","1950","Trego",2759,1,0,0,0,0,0,2710,3,0,0,0,0,0
"G2001970","1960","Kansas","200","Wabaunsee","1970","Wabaunsee",3380,72,0,0,0,0,6,3130,56,1,0,0,0,3
"G2001990","1960","Kansas","200","Wallace","1990","Wallace",1037,17,1,0,0,0,0,999,15,0,0,0,0,0
"G2002010","1960","Kansas","200","Washington","2010","Washington",5400,2,0,0,0,0,2,5331,3,0,0,0,0,1
"G2002030","1960","Kansas","200","Wichita","2030","Wichita",1464,0,0,0,0,0,0,1300,1,0,0,0,0,0
"G2002050","1960","Kansas","200","Wilson","2050","Wilson",6242,27,4,0,0,0,2,6771,28,1,1,0,0,1
"G2002070","1960","Kansas","200","Woodson","2070","Woodson",2695,0,0,0,0,0,0,2728,0,0,0,0,0,0
"G2002090","1960","Kansas","200","Wyandotte","2090","Wyandotte",75318,14749,63,11,7,1,23,79001,16173,71,26,13,12,27
"G2100010","1960","Kentucky","210","Adair","0010","Adair",6936,372,0,1,0,0,0,6983,406,0,0,0,0,1
"G2100030","1960","Kentucky","210","Allen","0030","Allen",5897,127,0,0,0,0,0,6107,138,0,0,0,0,0
"G2100050","1960","Kentucky","210","Anderson","0050","Anderson",4034,197,0,0,0,0,0,4198,189,0,0,0,0,0
"G2100070","1960","Kentucky","210","Ballard","0070","Ballard",3881,211,0,0,0,0,0,4003,196,0,0,0,0,0
"G2100090","1960","Kentucky","210","Barren","0090","Barren",12889,1039,1,1,0,0,0,13303,1067,0,3,0,0,0
"G2100110","1960","Kentucky","210","Bath","0110","Bath",4366,235,2,0,0,0,0,4272,237,2,0,0,0,0
"G2100130","1960","Kentucky","210","Bell","0130","Bell",16718,589,0,0,0,0,0,17347,682,0,0,0,0,0
"G2100150","1960","Kentucky","210","Boone","0150","Boone",10974,78,0,0,0,0,0,10815,71,0,2,0,0,0
"G2100170","1960","Kentucky","210","Bourbon","0170","Bourbon",7663,1276,6,0,0,0,1,7893,1332,6,0,0,0,1
"G2100190","1960","Kentucky","210","Boyd","0190","Boyd",25136,465,4,3,0,0,1,26091,456,1,2,2,0,2
"G2100210","1960","Kentucky","210","Boyle","0210","Boyle",9209,1085,1,1,0,0,1,9753,1202,3,2,0,0,0
"G2100230","1960","Kentucky","210","Bracken","0230","Bracken",3660,32,0,0,0,0,0,3697,31,1,1,0,0,0
"G2100250","1960","Kentucky","210","Breathitt","0250","Breathitt",7746,18,2,1,0,1,0,7688,31,1,2,0,0,0
"G2100270","1960","Kentucky","210","Breckinridge","0270","Breckinridge",7080,325,0,1,0,0,0,6961,366,0,0,0,0,1
"G2100290","1960","Kentucky","210","Bullitt","0290","Bullitt",7868,110,0,0,0,0,4,7627,113,0,0,0,0,4
"G2100310","1960","Kentucky","210","Butler","0310","Butler",4787,32,0,0,0,0,1,4726,40,0,0,0,0,0
"G2100330","1960","Kentucky","210","Caldwell","0330","Caldwell",5912,434,0,0,0,0,0,6237,489,1,0,0,0,0
"G2100350","1960","Kentucky","210","Calloway","0350","Calloway",10108,313,1,0,1,0,0,10212,331,0,4,0,0,2
"G2100370","1960","Kentucky","210","Campbell","0370","Campbell",41457,386,3,3,2,0,0,44502,437,4,6,2,0,1
"G2100390","1960","Kentucky","210","Carlisle","0390","Carlisle",2710,48,0,0,0,0,0,2812,36,1,1,0,0,0
"G2100410","1960","Kentucky","210","Carroll","0410","Carroll",3878,114,0,0,1,0,0,3865,118,0,0,1,1,0
"G2100430","1960","Kentucky","210","Carter","0430","Carter",10502,7,0,0,0,0,0,10303,4,0,1,0,0,0
"G2100450","1960","Kentucky","210","Casey","0450","Casey",7241,24,0,0,0,0,0,7041,21,0,0,0,0,0
"G2100470","1960","Kentucky","210","Christian","0470","Christian",24602,6497,45,53,6,15,9,19563,5965,9,116,4,11,9
"G2100490","1960","Kentucky","210","Clark","0490","Clark",9394,959,0,3,1,0,3,9719,994,0,1,1,0,0
"G2100510","1960","Kentucky","210","Clay","0510","Clay",10299,235,0,0,2,0,0,9991,220,0,0,1,0,0
"G2100530","1960","Kentucky","210","Clinton","0530","Clinton",4435,15,3,0,0,0,3,4414,15,1,0,0,0,0
"G2100550","1960","Kentucky","210","Crittenden","0550","Crittenden",4188,38,0,0,0,0,0,4351,71,0,0,0,0,0
"G2100570","1960","Kentucky","210","Cumberland","0570","Cumberland",3726,242,0,3,0,0,0,3625,236,1,1,1,0,0
"G2100590","1960","Kentucky","210","Daviess","0590","Daviess",32647,1483,2,1,2,3,3,34802,1624,3,8,4,4,2
"G2100610","1960","Kentucky","210","Edmonson","0610","Edmonson",4041,52,0,0,0,0,0,3942,50,0,0,0,0,0
"G2100630","1960","Kentucky","210","Elliott","0630","Elliott",3207,0,0,0,0,0,0,3123,0,0,0,0,0,0
"G2100650","1960","Kentucky","210","Estill","0650","Estill",6060,18,0,0,0,0,0,6365,23,0,0,0,0,0
"G2100670","1960","Kentucky","210","Fayette","0670","Fayette",54884,9748,10,6,22,5,77,56822,10289,6,14,4,3,16
"G2100690","1960","Kentucky","210","Fleming","0690","Fleming",5303,182,0,0,0,0,0,5222,182,0,1,0,0,0
"G2100710","1960","Kentucky","210","Floyd","0710","Floyd",20565,156,0,0,2,0,4,20742,171,0,0,1,0,1
"G2100730","1960","Kentucky","210","Franklin","0730","Franklin",13206,1211,0,1,0,0,0,13738,1262,0,2,0,1,0
"G2100750","1960","Kentucky","210","Fulton","0750","Fulton",4445,945,1,0,0,0,0,4826,1038,1,0,0,0,0
"G2100770","1960","Kentucky","210","Gallatin","0770","Gallatin",1891,49,0,0,0,0,0,1876,51,0,0,0,0,0
"G2100790","1960","Kentucky","210","Garrard","0790","Garrard",4462,430,0,0,0,0,0,4396,458,0,1,0,0,0
"G2100810","1960","Kentucky","210","Grant","0810","Grant",4768,29,0,0,0,0,0,4662,30,0,0,0,0,0
"G2100830","1960","Kentucky","210","Graves","0830","Graves",13914,760,0,0,0,0,0,14531,813,1,0,0,0,2
"G2100850","1960","Kentucky","210","Grayson","0850","Grayson",7953,39,0,0,1,1,0,7795,41,0,0,0,0,4
"G2100870","1960","Kentucky","210","Green","0870","Green",5407,307,0,0,0,0,0,5233,302,0,0,0,0,0
"G2100890","1960","Kentucky","210","Greenup","0890","Greenup",14484,70,0,0,0,0,0,14602,81,0,0,0,0,1
"G2100910","1960","Kentucky","210","Hancock","0910","Hancock",2565,77,0,0,0,0,1,2618,69,0,0,0,0,0
"G2100930","1960","Kentucky","210","Hardin","0930","Hardin",40297,3048,38,65,14,37,17,22464,1549,6,199,2,34,19
"G2100950","1960","Kentucky","210","Harlan","0950","Harlan",23226,1989,1,2,1,0,2,23818,2066,0,1,0,0,1
"G2100970","1960","Kentucky","210","Harrison","0970","Harrison",6450,278,1,0,0,0,0,6680,295,0,0,0,0,0
"G2100990","1960","Kentucky","210","Hart","0990","Hart",6470,771,0,1,0,0,1,6151,724,1,0,0,0,0
"G2101010","1960","Kentucky","210","Henderson","1010","Henderson",14687,1621,0,4,0,0,0,15425,1771,1,10,0,0,0
"G2101030","1960","Kentucky","210","Henry","1030","Henry",5029,404,0,0,0,0,0,5094,459,0,1,0,0,0
"G2101050","1960","Kentucky","210","Hickman","1050","Hickman",2954,417,0,0,0,0,0,2978,396,1,0,1,0,0
"G2101070","1960","Kentucky","210","Hopkins","1070","Hopkins",17154,1572,4,0,0,0,0,17913,1809,3,3,0,0,0
"G2101090","1960","Kentucky","210","Jackson","1090","Jackson",5467,0,3,0,0,1,0,5204,0,0,0,0,2,0
"G2101110","1960","Kentucky","210","Jefferson","1110","Jefferson",256611,37253,53,43,76,29,54,275446,41097,60,68,63,35,59
"G2101130","1960","Kentucky","210","Jessamine","1130","Jessamine",6126,618,3,8,10,4,16,6186,636,3,6,1,0,8
"G2101150","1960","Kentucky","210","Johnson","1150","Johnson",9793,0,1,0,0,0,0,9953,1,0,0,0,0,0
"G2101170","1960","Kentucky","210","Kenton","1170","Kenton",55850,1837,9,1,7,7,5,60927,2024,9,7,2,10,5
"G2101190","1960","Kentucky","210","Knott","1190","Knott",8676,80,0,0,0,0,4,8508,90,0,0,0,0,4
"G2101210","1960","Kentucky","210","Knox","1210","Knox",12208,186,1,0,5,1,7,12641,204,3,1,1,0,0
"G2101230","1960","Kentucky","210","Larue","1230","Larue",4892,280,0,0,0,0,0,4906,268,0,0,0,0,0
"G2101250","1960","Kentucky","210","Laurel","1250","Laurel",12301,133,0,0,0,0,2,12336,121,4,3,0,0,1
"G2101270","1960","Kentucky","210","Lawrence","1270","Lawrence",6018,22,0,0,0,0,0,6075,19,0,0,0,0,0
"G2101290","1960","Kentucky","210","Lee","1290","Lee",3727,25,0,0,0,3,0,3637,27,0,0,0,1,0
"G2101310","1960","Kentucky","210","Leslie","1310","Leslie",5537,0,0,0,0,0,0,5404,0,0,0,0,0,0
"G2101330","1960","Kentucky","210","Letcher","1330","Letcher",14655,344,0,0,0,0,0,14718,385,0,0,0,0,0
"G2101350","1960","Kentucky","210","Lewis","1350","Lewis",6629,10,1,0,0,0,0,6465,10,0,0,0,0,0
"G2101370","1960","Kentucky","210","Lincoln","1370","Lincoln",7861,445,0,0,0,0,0,7732,464,0,1,0,0,0
"G2101390","1960","Kentucky","210","Livingston","1390","Livingston",3493,41,0,0,0,0,0,3458,37,0,0,0,0,0
"G2101410","1960","Kentucky","210","Logan","1410","Logan",9266,1162,0,0,0,0,0,9312,1154,1,0,0,0,1
"G2101430","1960","Kentucky","210","Lyon","1430","Lyon",3160,391,0,0,0,0,0,2231,141,1,0,0,0,0
"G2101450","1960","Kentucky","210","McCracken","1450","Mccracken",24870,2913,7,0,0,0,4,26212,3294,5,0,0,0,1
"G2101470","1960","Kentucky","210","McCreary","1470","Mccreary",6224,0,0,0,0,1,0,6237,0,0,0,0,1,0
"G2101490","1960","Kentucky","210","McLean","1490","Mclean",4617,28,0,0,0,0,0,4677,32,0,0,0,0,1
"G2101510","1960","Kentucky","210","Madison","1510","Madison",15143,1248,1,1,7,0,8,15718,1338,1,5,7,0,5
"G2101530","1960","Kentucky","210","Magoffin","1530","Magoffin",5663,1,2,0,0,0,0,5487,0,3,0,0,0,0
"G2101550","1960","Kentucky","210","Marion","1550","Marion",7564,637,0,0,0,0,0,7953,733,0,0,0,0,0
"G2101570","1960","Kentucky","210","Marshall","1570","Marshall",8392,6,0,0,0,1,0,8329,4,0,3,1,0,0
"G2101590","1960","Kentucky","210","Martin","1590","Martin",5138,1,0,0,0,0,0,5061,1,0,0,0,0,0
"G2101610","1960","Kentucky","210","Mason","1610","Mason",8099,888,0,0,0,0,0,8525,941,1,0,0,0,0
"G2101630","1960","Kentucky","210","Meade","1630","Meade",9152,424,1,16,6,5,8,8831,418,3,54,6,8,6
"G2101650","1960","Kentucky","210","Menifee","1650","Menifee",2202,5,0,0,0,0,0,2061,6,0,0,0,0,2
"G2101670","1960","Kentucky","210","Mercer","1670","Mercer",6719,416,0,0,0,0,2,7001,456,0,0,0,0,2
"G2101690","1960","Kentucky","210","Metcalfe","1690","Metcalfe",4049,169,0,0,0,0,0,3987,162,0,0,0,0,0
"G2101710","1960","Kentucky","210","Monroe","1710","Monroe",5825,168,1,0,0,1,0,5619,183,0,0,0,2,0
"G2101730","1960","Kentucky","210","Montgomery","1730","Montgomery",5974,629,0,0,0,0,1,6174,683,0,0,0,0,0
"G2101750","1960","Kentucky","210","Morgan","1750","Morgan",5644,3,0,0,0,0,0,5405,4,0,0,0,0,0
"G2101770","1960","Kentucky","210","Muhlenberg","1770","Muhlenberg",13041,640,0,1,0,0,1,13403,703,1,1,0,0,0
"G2101790","1960","Kentucky","210","Nelson","1790","Nelson",10026,844,1,0,0,0,0,10380,901,0,1,14,1,0
"G2101810","1960","Kentucky","210","Nicholas","1810","Nicholas",3224,83,0,0,0,0,0,3259,110,1,0,0,0,0
"G2101830","1960","Kentucky","210","Ohio","1830","Ohio",8689,155,0,0,0,0,0,8698,183,0,0,0,0,0
"G2101850","1960","Kentucky","210","Oldham","1850","Oldham",6919,851,0,0,0,2,0,5255,361,0,0,0,0,0
"G2101870","1960","Kentucky","210","Owen","1870","Owen",3998,190,0,0,0,0,0,3885,164,0,0,0,0,0
"G2101890","1960","Kentucky","210","Owsley","1890","Owsley",2705,6,0,0,0,0,0,2649,9,0,0,0,0,0
"G2101910","1960","Kentucky","210","Pendleton","1910","Pendleton",4983,47,2,0,0,0,0,4894,42,0,0,0,0,0
"G2101930","1960","Kentucky","210","Perry","1930","Perry",17007,494,0,0,0,0,0,16913,546,0,1,0,0,0
"G2101950","1960","Kentucky","210","Pike","1950","Pike",33758,268,2,0,0,0,4,33924,296,4,3,0,1,4
"G2101970","1960","Kentucky","210","Powell","1970","Powell",3340,50,0,0,0,0,0,3240,44,0,0,0,0,0
"G2101990","1960","Kentucky","210","Pulaski","1990","Pulaski",16905,297,0,0,0,0,0,16876,325,0,0,0,0,0
"G2102010","1960","Kentucky","210","Robertson","2010","Robertson",1221,9,0,1,0,0,0,1202,9,0,1,0,0,0
"G2102030","1960","Kentucky","210","Rockcastle","2030","Rockcastle",6255,1,0,0,0,0,0,6077,1,0,0,0,0,0
"G2102050","1960","Kentucky","210","Rowan","2050","Rowan",6537,16,0,0,1,0,5,6239,9,0,0,0,0,1
"G2102070","1960","Kentucky","210","Russell","2070","Russell",5508,79,0,0,0,0,0,5425,63,1,0,0,0,0
"G2102090","1960","Kentucky","210","Scott","2090","Scott",6674,848,1,1,1,0,1,6924,923,1,1,0,0,1
"G2102110","1960","Kentucky","210","Shelby","2110","Shelby",7965,1227,2,0,0,0,0,8045,1252,1,0,0,1,0
"G2102130","1960","Kentucky","210","Simpson","2130","Simpson",4790,792,0,0,0,0,0,5152,814,0,0,0,0,0
"G2102150","1960","Kentucky","210","Spencer","2150","Spencer",2733,185,0,0,0,0,1,2589,171,1,0,0,0,0
"G2102170","1960","Kentucky","210","Taylor","2170","Taylor",7599,454,0,1,0,0,3,7765,463,0,0,0,0,0
"G2102190","1960","Kentucky","210","Todd","2190","Todd",4690,916,2,1,0,0,0,4785,965,1,4,0,0,0
"G2102210","1960","Kentucky","210","Trigg","2210","Trigg",3716,765,0,0,0,0,0,3648,740,0,0,0,0,1
"G2102230","1960","Kentucky","210","Trimble","2230","Trimble",2563,2,0,0,0,0,0,2535,1,0,0,0,1,0
"G2102250","1960","Kentucky","210","Union","2250","Union",6522,626,2,0,0,0,1,6685,698,1,1,0,0,1
"G2102270","1960","Kentucky","210","Warren","2270","Warren",20050,2087,2,1,0,0,1,21014,2333,1,1,0,0,1
"G2102290","1960","Kentucky","210","Washington","2290","Washington",4951,551,0,0,0,0,0,5066,597,1,0,1,0,1
"G2102310","1960","Kentucky","210","Wayne","2310","Wayne",7167,190,1,0,0,0,0,7141,201,0,0,0,0,0
"G2102330","1960","Kentucky","210","Webster","2330","Webster",6432,518,2,0,0,0,0,6671,619,0,0,0,2,0
"G2102350","1960","Kentucky","210","Whitley","2350","Whitley",12647,71,2,3,0,0,0,13008,79,2,2,0,0,1
"G2102370","1960","Kentucky","210","Wolfe","2370","Wolfe",3315,0,0,0,0,0,1,3218,0,0,0,0,0,0
"G2102390","1960","Kentucky","210","Woodford","2390","Woodford",5064,763,0,0,0,0,0,5281,800,0,0,0,0,5
"G2200010","1960","Louisiana","220","Acadia","0010","Acadia",19891,4701,0,1,1,0,1,20213,5116,0,1,0,1,5
"G2200030","1960","Louisiana","220","Allen","0030","Allen",7442,2323,86,0,1,0,0,7492,2428,94,0,1,0,0
"G2200050","1960","Louisiana","220","Ascension","0050","Ascension",9522,4320,0,0,0,4,0,9491,4586,0,3,0,0,1
"G2200070","1960","Louisiana","220","Assumption","0070","Assumption",5293,3651,0,0,0,0,1,5280,3766,0,0,0,0,0
"G2200090","1960","Louisiana","220","Avoyelles","0090","Avoyelles",13534,5052,14,0,0,0,0,13600,5396,9,1,0,0,0
"G2200110","1960","Louisiana","220","Beauregard","0110","Beauregard",7462,2203,4,0,0,0,0,7424,2092,6,0,0,0,0
"G2200130","1960","Louisiana","220","Bienville","0130","Bienville",4187,4113,0,0,0,0,0,4283,4142,0,0,0,0,1
"G2200150","1960","Louisiana","220","Bossier","0150","Bossier",22156,6991,13,10,4,7,5,21120,7250,9,34,6,12,5
"G2200170","1960","Louisiana","220","Caddo","0170","Caddo",68084,38070,24,6,34,0,15,74119,43416,23,10,37,1,20
"G2200190","1960","Louisiana","220","Calcasieu","0190","Calcasieu",57953,14864,24,15,2,6,17,57147,15375,20,32,0,3,17
"G2200210","1960","Louisiana","220","Caldwell","0210","Caldwell",3237,1224,0,0,0,0,0,3262,1279,0,2,0,0,0
"G2200230","1960","Louisiana","220","Cameron","0230","Cameron",3323,237,1,1,0,0,0,3147,197,0,2,0,1,0
"G2200250","1960","Louisiana","220","Catahoula","0250","Catahoula",3716,1919,0,0,0,0,0,3689,2096,1,0,0,0,0
"G2200270","1960","Louisiana","220","Claiborne","0270","Claiborne",4644,4664,1,0,0,0,0,5002,5091,3,1,1,0,0
"G2200290","1960","Louisiana","220","Concordia","0290","Concordia",5532,4476,2,0,5,0,0,5461,4986,1,0,3,0,1
"G2200310","1960","Louisiana","220","De Soto","0310","De Soto",4988,6632,3,0,0,0,0,5306,7317,1,1,0,0,0
"G2200330","1960","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",77411,34748,25,11,22,5,44,79484,38245,26,11,17,3,6
