GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G4701790","1930","Tennessee","470","Washington","1790","Washington",22259,20737,1415,1383,9,2
"G4701810","1930","Tennessee","470","Wayne","1810","Wayne",5983,5744,189,217,0,1
"G4701830","1930","Tennessee","470","Weakley","1830","Weakley",13439,13232,1279,1311,1,0
"G4701850","1930","Tennessee","470","White","1850","White",7538,7290,346,366,1,2
"G4701870","1930","Tennessee","470","Williamson","1870","Williamson",8964,8607,2683,2591,0,0
"G4701890","1930","Tennessee","470","Wilson","1890","Wilson",9795,9653,2251,2230,0,0
"G4800010","1930","Texas","480","Anderson","0010","Anderson",11862,11141,5584,5901,106,49
"G4800030","1930","Texas","480","Andrews","0030","Andrews",405,331,0,0,0,0
"G4800050","1930","Texas","480","Angelina","0050","Angelina",11983,11459,2107,2141,60,53
"G4800070","1930","Texas","480","Aransas","0070","Aransas",986,868,25,23,163,154
"G4800090","1930","Texas","480","Archer","0090","Archer",4977,4574,9,10,52,62
"G4800110","1930","Texas","480","Armstrong","0110","Armstrong",1753,1534,2,4,20,16
"G4800130","1930","Texas","480","Atascosa","0130","Atascosa",4069,3797,96,83,3988,3621
"G4800150","1930","Texas","480","Austin","0150","Austin",6989,6777,2428,2424,133,109
"G4800170","1930","Texas","480","Bailey","0170","Bailey",2765,2398,7,4,6,6
"G4800190","1930","Texas","480","Bandera","0190","Bandera",1894,1743,7,4,82,54
"G4800210","1930","Texas","480","Bastrop","0210","Bastrop",6516,6156,3816,3925,1841,1634
"G4800230","1930","Texas","480","Baylor","0230","Baylor",3706,3580,58,44,20,10
"G4800250","1930","Texas","480","Bee","0250","Bee",4143,3889,262,269,3599,3559
"G4800270","1930","Texas","480","Bell","0270","Bell",20834,21140,3140,3194,895,827
"G4800290","1930","Texas","480","Bexar","0290","Bexar",87929,85768,8850,10597,48810,50579
"G4800310","1930","Texas","480","Blanco","0310","Blanco",1879,1707,69,64,67,56
"G4800330","1930","Texas","480","Borden","0330","Borden",770,643,7,2,51,32
"G4800350","1930","Texas","480","Bosque","0350","Bosque",7668,7354,281,279,92,76
"G4800370","1930","Texas","480","Bowie","0370","Bowie",16396,16063,7780,8191,70,63
"G4800390","1930","Texas","480","Brazoria","0390","Brazoria",7852,6637,4379,2962,729,495
"G4800410","1930","Texas","480","Brazos","0410","Brazos",5803,5676,4323,4741,701,591
"G4800430","1930","Texas","480","Brewster","0430","Brewster",1664,1491,24,29,1789,1627
"G4800450","1930","Texas","480","Briscoe","0450","Briscoe",2868,2555,46,46,36,39
"G4800470","1930","Texas","480","Brooks","0470","Brooks",1045,960,10,8,2020,1858
"G4800490","1930","Texas","480","Brown","0490","Brown",12922,12759,289,300,57,55
"G4800510","1930","Texas","480","Burleson","0510","Burleson",5433,5199,3650,3537,1091,938
"G4800530","1930","Texas","480","Burnet","0530","Burnet",4856,4628,68,71,393,339
"G4800550","1930","Texas","480","Caldwell","0550","Caldwell",8084,7276,2293,2371,5924,5449
"G4800570","1930","Texas","480","Calhoun","0570","Calhoun",1827,1702,292,265,655,644
"G4800590","1930","Texas","480","Callahan","0590","Callahan",6450,6095,26,12,110,92
"G4800610","1930","Texas","480","Cameron","0610","Cameron",20009,18240,497,431,19979,18384
"G4800630","1930","Texas","480","Camp","0630","Camp",3018,2932,1974,2126,7,6
"G4800650","1930","Texas","480","Carson","0650","Carson",3931,3458,7,8,308,33
"G4800670","1930","Texas","480","Cass","0670","Cass",9921,9485,5275,5271,42,36
"G4800690","1930","Texas","480","Castro","0690","Castro",2500,2214,3,2,1,0
"G4800710","1930","Texas","480","Chambers","0710","Chambers",2406,1889,746,623,23,23
"G4800730","1930","Texas","480","Cherokee","0730","Cherokee",16198,15267,5787,5778,93,57
"G4800750","1930","Texas","480","Childress","0750","Childress",7736,7541,367,333,52,15
"G4800770","1930","Texas","480","Clay","0770","Clay",7309,6977,106,110,26,17
"G4800790","1930","Texas","480","Cochran","0790","Cochran",1041,905,2,2,7,6
"G4800810","1930","Texas","480","Coke","0810","Coke",2597,2396,34,32,102,92
"G4800830","1930","Texas","480","Coleman","0830","Coleman",11076,10786,322,313,608,564
"G4800850","1930","Texas","480","Collin","0850","Collin",21127,20901,2060,1919,97,76
"G4800870","1930","Texas","480","Collingsworth","0870","Collingsworth",7052,6609,397,377,9,17
"G4800890","1930","Texas","480","Colorado","0890","Colorado",5959,5690,2914,3041,833,692
"G4800910","1930","Texas","480","Comal","0910","Comal",4014,3992,150,166,1912,1750
"G4800930","1930","Texas","480","Comanche","0930","Comanche",9310,9115,0,1,2,2
"G4800950","1930","Texas","480","Concho","0950","Concho",3034,2878,52,30,874,777
"G4800970","1930","Texas","480","Cooke","0970","Cooke",11565,11330,632,603,4,2
"G4800990","1930","Texas","480","Coryell","0990","Coryell",9976,9164,338,168,242,111
"G4801010","1930","Texas","480","Cottle","1010","Cottle",4535,4207,296,262,44,51
"G4801030","1930","Texas","480","Crane","1030","Crane",1220,963,15,3,11,9
"G4801050","1930","Texas","480","Crockett","1050","Crockett",958,879,22,18,352,361
"G4801070","1930","Texas","480","Crosby","1070","Crosby",5546,5055,173,169,38,42
"G4801090","1930","Texas","480","Culberson","1090","Culberson",348,290,3,4,323,260
"G4801110","1930","Texas","480","Dallam","1110","Dallam",4067,3483,0,0,140,140
"G4801130","1930","Texas","480","Dallas","1130","Dallas",132268,137717,22589,25290,4169,3658
"G4801150","1930","Texas","480","Dawson","1150","Dawson",6890,6362,143,118,34,26
"G4801170","1930","Texas","480","Deaf Smith","1170","Deaf Smith",3178,2769,8,4,10,10
"G4801190","1930","Texas","480","Delta","1190","Delta",6113,6022,526,469,3,5
"G4801210","1930","Texas","480","Denton","1210","Denton",15296,15113,1107,1052,136,118
"G4801230","1930","Texas","480","De Witt","1230","De Witt",8105,8164,2095,2297,3506,3274
"G4801250","1930","Texas","480","Dickens","1250","Dickens",4211,3898,178,186,70,58
"G4801270","1930","Texas","480","Dimmit","1270","Dimmit",1357,1228,13,5,3270,2955
"G4801290","1930","Texas","480","Donley","1290","Donley",5204,4802,85,92,59,20
"G4801310","1930","Texas","480","Duval","1310","Duval",4304,4092,9,8,2009,1769
"G4801330","1930","Texas","480","Eastland","1330","Eastland",16668,16146,323,378,332,309
"G4801350","1930","Texas","480","Ector","1350","Ector",2043,1639,70,53,78,75
"G4801370","1930","Texas","480","Edwards","1370","Edwards",1202,1044,7,2,309,200
"G4801390","1930","Texas","480","Ellis","1390","Ellis",20230,19624,6407,6203,800,672
"G4801410","1930","Texas","480","El Paso","1410","El Paso",27541,24290,1023,947,37052,40744
"G4801430","1930","Texas","480","Erath","1430","Erath",10360,10176,114,102,26,26
"G4801450","1930","Texas","480","Falls","1450","Falls",11615,11066,6254,6261,1907,1668
"G4801470","1930","Texas","480","Fannin","1470","Fannin",18400,17951,2313,2305,108,86
"G4801490","1930","Texas","480","Fayette","1490","Fayette",11670,11330,3374,3547,412,375
"G4801510","1930","Texas","480","Fisher","1510","Fisher",6348,5998,234,209,425,349
"G4801530","1930","Texas","480","Floyd","1530","Floyd",6381,5875,66,60,11,16
"G4801550","1930","Texas","480","Foard","1550","Foard",3025,2854,164,143,75,54
"G4801570","1930","Texas","480","Fort Bend","1570","Fort Bend",8008,6679,5167,4620,3008,2236
"G4801590","1930","Texas","480","Franklin","1590","Franklin",4158,3893,234,208,1,0
"G4801610","1930","Texas","480","Freestone","1610","Freestone",7028,6557,4368,4408,139,89
"G4801630","1930","Texas","480","Frio","1630","Frio",1787,1648,58,46,3049,2823
"G4801650","1930","Texas","480","Gaines","1650","Gaines",1472,1322,3,3,0,0
"G4801670","1930","Texas","480","Galveston","1670","Galveston",24389,21883,7173,7586,1909,1461
"G4801690","1930","Texas","480","Garza","1690","Garza",2695,2609,44,34,146,58
"G4801710","1930","Texas","480","Gillespie","1710","Gillespie",5122,4934,77,51,450,386
"G4801730","1930","Texas","480","Glasscock","1730","Glasscock",606,500,8,6,80,63
"G4801750","1930","Texas","480","Goliad","1750","Goliad",2348,2190,511,529,2398,2117
"G4801770","1930","Texas","480","Gonzales","1770","Gonzales",7810,7433,3060,3196,3587,3251
"G4801790","1930","Texas","480","Gray","1790","Gray",11701,9979,162,144,61,43
"G4801810","1930","Texas","480","Grayson","1810","Grayson",29364,29225,3356,3653,131,114
"G4801830","1930","Texas","480","Gregg","1830","Gregg",3800,3755,3944,4254,11,14
"G4801850","1930","Texas","480","Grimes","1850","Grimes",6393,5953,4754,4946,346,250
"G4801870","1930","Texas","480","Guadalupe","1870","Guadalupe",7294,6716,2303,2275,5432,4905
"G4801890","1930","Texas","480","Hale","1890","Hale",10204,9548,172,148,61,56
"G4801910","1930","Texas","480","Hall","1910","Hall",8435,7719,426,367,8,11
"G4801930","1930","Texas","480","Hamilton","1930","Hamilton",6918,6596,0,0,7,2
"G4801950","1930","Texas","480","Hansford","1950","Hansford",1931,1600,1,1,10,5
"G4801970","1930","Texas","480","Hardeman","1970","Hardeman",7145,6773,332,276,4,2
"G4801990","1930","Texas","480","Hardin","1990","Hardin",5772,5491,1183,1288,112,90
"G4802010","1930","Texas","480","Harris","2010","Harris",135967,131307,34962,37641,10504,8947
"G4802030","1930","Texas","480","Harrison","2030","Harrison",9834,9640,14262,15147,47,7
"G4802050","1930","Texas","480","Hartley","2050","Hartley",1151,930,1,0,55,48
"G4802070","1930","Texas","480","Haskell","2070","Haskell",8194,7846,215,194,125,95
"G4802090","1930","Texas","480","Hays","2090","Hays",4154,3972,600,689,2847,2653
"G4802110","1930","Texas","480","Hemphill","2110","Hemphill",2379,2105,5,4,92,52
"G4802130","1930","Texas","480","Henderson","2130","Henderson",12296,11357,2876,2916,623,515
"G4802150","1930","Texas","480","Hidalgo","2150","Hidalgo",18178,16755,239,252,21339,20241
"G4802170","1930","Texas","480","Hill","2170","Hill",18436,17736,2963,2950,542,409
"G4802190","1930","Texas","480","Hockley","2190","Hockley",4886,4207,51,41,68,45
"G4802210","1930","Texas","480","Hood","2210","Hood",3381,3288,56,53,1,0
"G4802230","1930","Texas","480","Hopkins","2230","Hopkins",13603,13048,1375,1374,8,2
"G4802250","1930","Texas","480","Houston","2250","Houston",9161,8212,6374,6000,156,114
"G4802270","1930","Texas","480","Howard","2270","Howard",10651,9472,283,240,1168,1074
"G4802290","1930","Texas","480","Hudspeth","2290","Hudspeth",629,490,10,10,1376,1213
"G4802310","1930","Texas","480","Hunt","2310","Hunt",21611,21471,2835,2818,152,129
"G4802330","1930","Texas","480","Hutchinson","2330","Hutchinson",7941,6727,68,63,32,17
"G4802350","1930","Texas","480","Irion","2350","Irion",893,819,3,3,165,166
"G4802370","1930","Texas","480","Jack","2370","Jack",4577,4342,45,38,27,17
"G4802390","1930","Texas","480","Jackson","2390","Jackson",3739,3341,986,922,1071,921
"G4802410","1930","Texas","480","Jasper","2410","Jasper",6156,5747,2590,2415,82,74
"G4802430","1930","Texas","480","Jeff Davis","2430","Jeff Davis",397,337,10,10,540,506
"G4802450","1930","Texas","480","Jefferson","2450","Jefferson",50670,46781,16229,16793,1607,1311
"G4802470","1930","Texas","480","Jim Hogg","2470","Jim Hogg",1232,1106,9,11,1306,1255
"G4802490","1930","Texas","480","Jim Wells","2490","Jim Wells",3189,2896,125,109,3716,3421
"G4802510","1930","Texas","480","Johnson","2510","Johnson",15633,15496,972,972,150,94
"G4802530","1930","Texas","480","Jones","2530","Jones",11460,11116,421,442,415,379
"G4802550","1930","Texas","480","Karnes","2550","Karnes",5393,5111,484,519,6364,5445
"G4802570","1930","Texas","480","Kaufman","2570","Kaufman",14092,13518,5885,5626,1020,764
"G4802590","1930","Texas","480","Kendall","2590","Kendall",2225,2103,34,32,313,263
"G4802610","1930","Texas","480","Kenedy","2610","Kenedy",59,39,0,0,363,240
"G4802630","1930","Texas","480","Kent","2630","Kent",1880,1715,21,19,124,92
"G4802650","1930","Texas","480","Kerr","2650","Kerr",4514,3994,234,243,596,570
"G4802670","1930","Texas","480","Kimble","2670","Kimble",1973,1817,5,5,172,147
"G4802690","1930","Texas","480","King","2690","King",575,544,28,32,9,5
"G4802710","1930","Texas","480","Kinney","2710","Kinney",1330,688,165,187,848,762
"G4802730","1930","Texas","480","Kleberg","2730","Kleberg",3268,3299,293,261,2804,2526
"G4802750","1930","Texas","480","Knox","2750","Knox",5188,4960,167,151,462,440
"G4802770","1930","Texas","480","Lamar","2770","Lamar",19552,19538,4600,4782,29,28
"G4802790","1930","Texas","480","Lamb","2790","Lamb",8935,7785,202,141,337,52
"G4802810","1930","Texas","480","Lampasas","2810","Lampasas",4145,4019,132,137,123,121
"G4802830","1930","Texas","480","La Salle","2830","La Salle",1407,1244,39,37,2860,2641
"G4802850","1930","Texas","480","Lavaca","2850","Lavaca",11798,11451,1692,1677,495,437
"G4802870","1930","Texas","480","Lee","2870","Lee",4664,4381,1937,1939,254,215
"G4802890","1930","Texas","480","Leon","2890","Leon",5721,5200,4229,4133,449,166
"G4802910","1930","Texas","480","Liberty","2910","Liberty",7810,6900,2559,2460,84,55
"G4802930","1930","Texas","480","Limestone","2930","Limestone",13989,13587,5500,5433,564,424
"G4802950","1930","Texas","480","Lipscomb","2950","Lipscomb",2354,2105,0,0,31,22
"G4802970","1930","Texas","480","Live Oak","2970","Live Oak",2742,2413,37,21,1992,1751
"G4802990","1930","Texas","480","Llano","2990","Llano",2745,2641,28,35,50,39
"G4803010","1930","Texas","480","Loving","3010","Loving",119,76,0,0,0,0
"G4803030","1930","Texas","480","Lubbock","3030","Lubbock",18683,17726,856,821,527,491
"G4803050","1930","Texas","480","Lynn","3050","Lynn",6297,5730,129,93,60,63
"G4803070","1930","Texas","480","McCulloch","3070","Mcculloch",5915,5548,233,232,1024,931
"G4803090","1930","Texas","480","McLennan","3090","Mclennan",37578,38235,9144,9553,2219,1953
"G4803110","1930","Texas","480","McMullen","3110","Mcmullen",415,372,12,13,317,222
"G4803130","1930","Texas","480","Madison","3130","Madison",4459,4134,1746,1710,83,95
"G4803150","1930","Texas","480","Marion","3150","Marion",2022,1893,3248,3208,0,0
"G4803170","1930","Texas","480","Martin","3170","Martin",2777,2452,60,56,240,200
"G4803190","1930","Texas","480","Mason","3190","Mason",2589,2465,29,28,226,174
"G4803210","1930","Texas","480","Matagorda","3210","Matagorda",5827,5338,2260,2260,1096,897
"G4803230","1930","Texas","480","Maverick","3230","Maverick",725,656,10,8,2203,2518
"G4803250","1930","Texas","480","Medina","3250","Medina",3945,3603,139,125,3195,2982
"G4803270","1930","Texas","480","Menard","3270","Menard",2083,1885,36,36,213,194
"G4803290","1930","Texas","480","Midland","3290","Midland",3488,3134,131,128,584,540
"G4803310","1930","Texas","480","Milam","3310","Milam",12349,11644,4426,4346,2726,2424
"G4803330","1930","Texas","480","Mills","3330","Mills",4204,3975,0,2,54,58
"G4803350","1930","Texas","480","Mitchell","3350","Mitchell",6079,5714,377,338,852,823
"G4803370","1930","Texas","480","Montague","3370","Montague",9718,9431,0,3,3,4
"G4803390","1930","Texas","480","Montgomery","3390","Montgomery",4769,4380,2656,2617,85,81
"G4803410","1930","Texas","480","Moore","3410","Moore",846,623,0,0,86,0
"G4803430","1930","Texas","480","Morris","3430","Morris",3217,3088,1841,1881,1,0
"G4803450","1930","Texas","480","Motley","3450","Motley",3344,3029,195,163,55,26
"G4803470","1930","Texas","480","Nacogdoches","3470","Nacogdoches",11276,10898,3643,3813,317,343
"G4803490","1930","Texas","480","Navarro","3490","Navarro",22301,21641,7667,7416,814,668
"G4803510","1930","Texas","480","Newton","3510","Newton",3690,3533,2597,2575,75,54
"G4803530","1930","Texas","480","Nolan","3530","Nolan",9046,8325,306,316,665,665
"G4803550","1930","Texas","480","Nueces","3550","Nueces",13378,12485,1347,1293,11927,11349
"G4803570","1930","Texas","480","Ochiltree","3570","Ochiltree",2839,2375,0,0,6,4
"G4803590","1930","Texas","480","Oldham","3590","Oldham",778,609,1,0,14,2
"G4803610","1930","Texas","480","Orange","3610","Orange",6290,6115,1168,1279,163,134
"G4803630","1930","Texas","480","Palo Pinto","3630","Palo Pinto",8407,8147,300,352,195,175
"G4803650","1930","Texas","480","Panola","3650","Panola",7098,6651,5122,5147,28,17
"G4803670","1930","Texas","480","Parker","3670","Parker",9335,9025,132,147,64,56
"G4803690","1930","Texas","480","Parmer","3690","Parmer",3125,2652,7,7,42,36
"G4803710","1930","Texas","480","Pecos","3710","Pecos",2961,2376,22,9,1246,1198
"G4803730","1930","Texas","480","Polk","3730","Polk",6135,5521,2866,2701,162,170
"G4803750","1930","Texas","480","Potter","3750","Potter",22441,20900,875,827,558,479
"G4803770","1930","Texas","480","Presidio","3770","Presidio",2033,1228,72,38,3401,3382
"G4803790","1930","Texas","480","Rains","3790","Rains",3452,3131,278,253,0,0
"G4803810","1930","Texas","480","Randall","3810","Randall",3559,3356,13,18,68,57
"G4803830","1930","Texas","480","Reagan","3830","Reagan",1563,1300,30,34,54,47
"G4803850","1930","Texas","480","Real","3850","Real",1019,941,1,0,131,105
"G4803870","1930","Texas","480","Red River","3870","Red River",11984,11401,3700,3742,55,41
"G4803890","1930","Texas","480","Reeves","3890","Reeves",1923,1725,98,80,1349,1232
"G4803910","1930","Texas","480","Refugio","3910","Refugio",2475,2037,448,401,1192,1138
"G4803930","1930","Texas","480","Roberts","3930","Roberts",782,662,0,0,8,5
"G4803950","1930","Texas","480","Robertson","3950","Robertson",7025,6547,5697,5719,1232,1020
"G4803970","1930","Texas","480","Rockwall","3970","Rockwall",2863,2811,1004,951,16,13
"G4803990","1930","Texas","480","Runnels","3990","Runnels",10006,9719,357,359,713,667
"G4804010","1930","Texas","480","Rusk","4010","Rusk",9506,9022,6903,7041,6,6
"G4804030","1930","Texas","480","Sabine","4030","Sabine",4810,4487,1397,1273,19,12
"G4804050","1930","Texas","480","San Augustine","4050","San Augustine",4576,4191,1798,1901,3,2
"G4804070","1930","Texas","480","San Jacinto","4070","San Jacinto",2367,2082,2638,2479,81,64
"G4804090","1930","Texas","480","San Patricio","4090","San Patricio",5741,5176,263,243,6625,5788
"G4804110","1930","Texas","480","San Saba","4110","San Saba",4914,4690,72,95,295,207
"G4804130","1930","Texas","480","Schleicher","4130","Schleicher",1249,1097,20,16,440,344
"G4804150","1930","Texas","480","Scurry","4150","Scurry",5900,5545,93,54,415,181
"G4804170","1930","Texas","480","Shackelford","4170","Shackelford",3372,3135,77,81,14,16
"G4804190","1930","Texas","480","Shelby","4190","Shelby",10852,10530,3642,3529,74,0
"G4804210","1930","Texas","480","Sherman","4210","Sherman",1226,1063,0,0,16,9
"G4804230","1930","Texas","480","Smith","4230","Smith",17325,16557,9630,9498,78,35
"G4804250","1930","Texas","480","Somervell","4250","Somervell",1553,1460,0,0,3,0
"G4804270","1930","Texas","480","Starr","4270","Starr",1431,1153,0,1,4469,4355
"G4804290","1930","Texas","480","Stephens","4290","Stephens",8201,7754,196,251,94,64
"G4804310","1930","Texas","480","Sterling","4310","Sterling",746,609,1,1,39,35
"G4804330","1930","Texas","480","Stonewall","4330","Stonewall",2678,2457,147,131,136,118
"G4804350","1930","Texas","480","Sutton","4350","Sutton",928,783,24,21,589,462
"G4804370","1930","Texas","480","Swisher","4370","Swisher",3783,3451,29,21,25,34
"G4804390","1930","Texas","480","Tarrant","4390","Tarrant",83376,84902,11771,12889,2520,2095
"G4804410","1930","Texas","480","Taylor","4410","Taylor",19259,19151,798,834,511,470
"G4804430","1930","Texas","480","Terrell","4430","Terrell",801,605,11,7,679,557
"G4804450","1930","Texas","480","Terry","4450","Terry",4623,4157,32,37,18,16
"G4804470","1930","Texas","480","Throckmorton","4470","Throckmorton",2644,2411,3,6,108,81
"G4804490","1930","Texas","480","Titus","4490","Titus",6847,6257,1373,1327,118,81
"G4804510","1930","Texas","480","Tom Green","4510","Tom Green",15378,15170,856,904,2015,1710
"G4804530","1930","Texas","480","Travis","4530","Travis",25441,26247,7349,8483,5262,4995
"G4804550","1930","Texas","480","Trinity","4550","Trinity",5411,5025,1602,1579,12,8
"G4804570","1930","Texas","480","Tyler","4570","Tyler",4420,3997,1612,1348,41,30
"G4804590","1930","Texas","480","Upshur","4590","Upshur",7911,7453,3448,3485,0,0
"G4804610","1930","Texas","480","Upton","4610","Upton",3012,2559,130,119,85,63
"G4804630","1930","Texas","480","Uvalde","4630","Uvalde",3948,3745,113,109,2595,2435
"G4804650","1930","Texas","480","Val Verde","4650","Val Verde",2693,2444,111,132,4830,4714
"G4804670","1930","Texas","480","Van Zandt","4670","Van Zandt",15371,14337,1236,1168,120,83
"G4804690","1930","Texas","480","Victoria","4690","Victoria",5998,5747,1420,1460,2822,2601
"G4804710","1930","Texas","480","Walker","4710","Walker",5224,4447,4312,4219,226,100
"G4804730","1930","Texas","480","Waller","4730","Waller",2418,2195,2425,2527,258,191
"G4804750","1930","Texas","480","Ward","4750","Ward",1773,1383,31,27,757,628
"G4804770","1930","Texas","480","Washington","4770","Washington",7654,7580,4769,5124,155,112
"G4804790","1930","Texas","480","Webb","4790","Webb",6423,5932,79,74,14035,15585
"G4804810","1930","Texas","480","Wharton","4810","Wharton",9019,8511,3999,3904,2368,1880
"G4804830","1930","Texas","480","Wheeler","4830","Wheeler",7929,7296,168,148,11,3
"G4804850","1930","Texas","480","Wichita","4850","Wichita",34490,34086,2272,2545,571,452
"G4804870","1930","Texas","480","Wilbarger","4870","Wilbarger",11671,11097,868,819,57,67
"G4804890","1930","Texas","480","Willacy","4890","Willacy",2391,2124,45,44,3255,2640
"G4804910","1930","Texas","480","Williamson","4910","Williamson",16245,15877,3500,3556,2612,2356
"G4804930","1930","Texas","480","Wilson","4930","Wilson",5259,4966,306,289,3522,3264
"G4804950","1930","Texas","480","Winkler","4950","Winkler",3674,2772,148,125,34,31
"G4804970","1930","Texas","480","Wise","4970","Wise",9349,8946,90,76,370,347
"G4804990","1930","Texas","480","Wood","4990","Wood",10175,9826,1960,2057,91,74
"G4805010","1930","Texas","480","Yoakum","5010","Yoakum",711,550,1,1,0,0
"G4805030","1930","Texas","480","Young","5030","Young",10218,9363,173,151,140,83
"G4805050","1930","Texas","480","Zapata","5050","Zapata",730,672,2,4,763,696
"G4805070","1930","Texas","480","Zavala","5070","Zavala",1420,1249,12,7,4040,3621
"G4900010","1930","Utah","490","Beaver","0010","Beaver",2674,2367,0,0,57,38
"G4900030","1930","Utah","490","Box Elder","0030","Box Elder",8879,8252,0,1,441,237
"G4900050","1930","Utah","490","Cache","0050","Cache",13592,13777,0,1,25,29
"G4900070","1930","Utah","490","Carbon","0070","Carbon",8969,7902,22,17,599,289
"G4900090","1930","Utah","490","Daggett","0090","Daggett",221,190,0,0,0,0
"G4900110","1930","Utah","490","Davis","0110","Davis",6931,6584,0,0,297,209
"G4900130","1930","Utah","490","Duchesne","0130","Duchesne",4345,3683,0,0,124,111
"G4900150","1930","Utah","490","Emery","0150","Emery",3692,3230,16,17,66,21
"G4900170","1930","Utah","490","Garfield","0170","Garfield",2463,2178,0,0,1,0
"G4900190","1930","Utah","490","Grand","0190","Grand",915,757,16,8,70,47
"G4900210","1930","Utah","490","Iron","0210","Iron",3715,3374,0,0,81,57
"G4900230","1930","Utah","490","Juab","0230","Juab",4361,3947,0,0,164,133
"G4900250","1930","Utah","490","Kane","0250","Kane",1148,1083,0,0,1,3
"G4900270","1930","Utah","490","Millard","0270","Millard",5110,4686,5,3,91,50
"G4900290","1930","Utah","490","Morgan","0290","Morgan",1306,1196,0,1,26,7
"G4900310","1930","Utah","490","Piute","0310","Piute",1000,925,0,0,16,15
"G4900330","1930","Utah","490","Rich","0330","Rich",1009,856,0,0,7,1
"G4900350","1930","Utah","490","Salt Lake","0350","Salt Lake",94815,95260,407,333,2254,1033
"G4900370","1930","Utah","490","San Juan","0370","San Juan",1097,962,0,0,773,664
"G4900390","1930","Utah","490","Sanpete","0390","Sanpete",8155,7789,0,0,44,34
"G4900410","1930","Utah","490","Sevier","0410","Sevier",5716,5467,0,0,9,7
"G4900430","1930","Utah","490","Summit","0430","Summit",5150,4249,7,5,86,30
"G4900450","1930","Utah","490","Tooele","0450","Tooele",5005,4128,3,0,226,51
"G4900470","1930","Utah","490","Uintah","0470","Uintah",4357,3837,2,2,449,388
"G4900490","1930","Utah","490","Utah","0490","Utah",24756,24051,6,3,136,69
"G4900510","1930","Utah","490","Wasatch","0510","Wasatch",2946,2668,0,0,11,11
"G4900530","1930","Utah","490","Washington","0530","Washington",3795,3543,0,0,45,37
"G4900550","1930","Utah","490","Wayne","0550","Wayne",1064,997,0,0,3,3
"G4900570","1930","Utah","490","Weber","0570","Weber",25370,25461,125,108,732,376
"G5000010","1930","Vermont","500","Addison","0010","Addison",9251,8670,14,15,2,0
"G5000030","1930","Vermont","500","Bennington","0030","Bennington",10851,10743,31,29,1,0
"G5000050","1930","Vermont","500","Caledonia","0050","Caledonia",14160,13075,9,7,2,0
"G5000070","1930","Vermont","500","Chittenden","0070","Chittenden",23685,23598,87,69,22,10
"G5000090","1930","Vermont","500","Essex","0090","Essex",3691,3374,2,0,0,0
"G5000110","1930","Vermont","500","Franklin","0110","Franklin",15211,14712,25,24,1,2
"G5000130","1930","Vermont","500","Grand Isle","0130","Grand Isle",2076,1868,0,0,0,0
"G5000150","1930","Vermont","500","Lamoille","0150","Lamoille",5661,5284,0,2,0,0
"G5000170","1930","Vermont","500","Orange","0170","Orange",8598,8048,22,16,6,4
"G5000190","1930","Vermont","500","Orleans","0190","Orleans",11849,11182,4,0,1,0
"G5000210","1930","Vermont","500","Rutland","0210","Rutland",24215,24136,43,39,13,7
"G5000230","1930","Vermont","500","Washington","0230","Washington",21213,20487,16,17,0,0
"G5000250","1930","Vermont","500","Windham","0250","Windham",13073,12907,18,15,1,1
"G5000270","1930","Vermont","500","Windsor","0270","Windsor",19370,17977,39,25,3,2
"G5100010","1930","Virginia","510","Accomack","0010","Accomack",11099,10830,7159,6766,0,0
"G5100030","1930","Virginia","510","Albemarle","0030","Albemarle",10612,10135,3146,3086,2,0
"G5100050","1930","Virginia","510","Alleghany","0050","Alleghany",9299,8884,986,1019,0,0
"G5100070","1930","Virginia","510","Amelia","0070","Amelia",2247,2118,2381,2233,0,0
"G5100090","1930","Virginia","510","Amherst","0090","Amherst",6505,6516,2947,2774,141,137
"G5100110","1930","Virginia","510","Appomattox","0110","Appomattox",3147,2959,1173,1123,0,0
"G5100130","1930","Virginia","510","Arlington","0130","Arlington",11950,11319,1661,1676,7,2
"G5100150","1930","Virginia","510","Augusta","0150","Augusta",17335,17219,1813,1796,0,0
"G5100170","1930","Virginia","510","Bath","0170","Bath",3689,3298,620,530,0,0
"G5100190","1930","Virginia","510","Bedford","0190","Bedford",11519,10603,3510,3452,2,5
"G5100210","1930","Virginia","510","Bland","0210","Bland",3096,2810,86,39,0,0
"G5100230","1930","Virginia","510","Botetourt","0230","Botetourt",6749,6496,1103,1109,0,0
"G5100250","1930","Virginia","510","Brunswick","0250","Brunswick",4589,4405,5770,5722,0,0
"G5100270","1930","Virginia","510","Buchanan","0270","Buchanan",8497,8110,99,34,0,0
"G5100290","1930","Virginia","510","Buckingham","0290","Buckingham",3898,3615,2932,2870,0,0
"G5100310","1930","Virginia","510","Campbell","0310","Campbell",8413,7817,3377,3273,5,0
"G5100330","1930","Virginia","510","Caroline","0330","Caroline",3791,3703,3897,3833,23,16
"G5100350","1930","Virginia","510","Carroll","0350","Carroll",10907,10860,186,188,0,0
"G5100360","1930","Virginia","510","Charles City","0360","Charles City",541,451,1916,1841,67,65
"G5100370","1930","Virginia","510","Charlotte","0370","Charlotte",4788,4531,3363,3379,0,0
"G5100410","1930","Virginia","510","Chesterfield","0410","Chesterfield",9549,9393,3551,3556,0,0
