GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G3400210","2010","New Jersey","34","340","Mercer County","021","0210","Mercer County",89448,282863
"G3400230","2010","New Jersey","34","340","Middlesex County","023","0230","Middlesex County",202954,667617
"G3400250","2010","New Jersey","34","340","Monmouth County","025","0250","Monmouth County",163389,525443
"G3400270","2010","New Jersey","34","340","Morris County","027","0270","Morris County",129242,412116
"G3400290","2010","New Jersey","34","340","Ocean County","029","0290","Ocean County",149334,472161
"G3400310","2010","New Jersey","34","340","Passaic County","031","0310","Passaic County",120840,417068
"G3400330","2010","New Jersey","34","340","Salem County","033","0330","Salem County",17557,53859
"G3400350","2010","New Jersey","34","340","Somerset County","035","0350","Somerset County",84616,272761
"G3400370","2010","New Jersey","34","340","Sussex County","037","0370","Sussex County",40649,127838
"G3400390","2010","New Jersey","34","340","Union County","039","0390","Union County",134674,447763
"G3400410","2010","New Jersey","34","340","Warren County","041","0410","Warren County",28850,89412
"G3500010","2010","New Mexico","35","350","Bernalillo County","001","0010","Bernalillo County",164104,503964
"G3500030","2010","New Mexico","35","350","Catron County","003","0030","Catron County",1080,2775
"G3500050","2010","New Mexico","35","350","Chaves County","005","0050","Chaves County",16646,53556
"G3500060","2010","New Mexico","35","350","Cibola County","006","0060","Cibola County",6274,20686
"G3500070","2010","New Mexico","35","350","Colfax County","007","0070","Colfax County",3749,10407
"G3500090","2010","New Mexico","35","350","Curry County","009","0090","Curry County",12341,39204
"G3500110","2010","New Mexico","35","350","De Baca County","011","0110","De Baca County",581,1616
"G3500130","2010","New Mexico","35","350","Doña Ana County","013","0130","Doña Ana County",51863,168775
"G3500150","2010","New Mexico","35","350","Eddy County","015","0150","Eddy County",14292,44086
"G3500170","2010","New Mexico","35","350","Grant County","017","0170","Grant County",7941,22742
"G3500190","2010","New Mexico","35","350","Guadalupe County","019","0190","Guadalupe County",1114,3259
"G3500210","2010","New Mexico","35","350","Harding County","021","0210","Harding County",213,530
"G3500230","2010","New Mexico","35","350","Hidalgo County","023","0230","Hidalgo County",1286,3979
"G3500250","2010","New Mexico","35","350","Lea County","025","0250","Lea County",16260,53672
"G3500270","2010","New Mexico","35","350","Lincoln County","027","0270","Lincoln County",5859,15954
"G3500280","2010","New Mexico","35","350","Los Alamos County","028","0280","Los Alamos County",5199,14887
"G3500290","2010","New Mexico","35","350","Luna County","029","0290","Luna County",6484,20312
"G3500310","2010","New Mexico","35","350","McKinley County","031","0310","McKinley County",16219,61891
"G3500330","2010","New Mexico","35","350","Mora County","033","0330","Mora County",1295,3787
"G3500350","2010","New Mexico","35","350","Otero County","035","0350","Otero County",16641,50833
"G3500370","2010","New Mexico","35","350","Quay County","037","0370","Quay County",2502,6991
"G3500390","2010","New Mexico","35","350","Rio Arriba County","039","0390","Rio Arriba County",10477,32338
"G3500410","2010","New Mexico","35","350","Roosevelt County","041","0410","Roosevelt County",4671,14941
"G3500430","2010","New Mexico","35","350","Sandoval County","043","0430","Sandoval County",34548,111268
"G3500450","2010","New Mexico","35","350","San Juan County","045","0450","San Juan County",32457,109611
"G3500470","2010","New Mexico","35","350","San Miguel County","047","0470","San Miguel County",7275,21444
"G3500490","2010","New Mexico","35","350","Santa Fe County","049","0490","Santa Fe County",36183,106275
"G3500510","2010","New Mexico","35","350","Sierra County","051","0510","Sierra County",3126,8265
"G3500530","2010","New Mexico","35","350","Socorro County","053","0530","Socorro County",4349,13438
"G3500550","2010","New Mexico","35","350","Taos County","055","0550","Taos County",8437,24080
"G3500570","2010","New Mexico","35","350","Torrance County","057","0570","Torrance County",4192,12848
"G3500590","2010","New Mexico","35","350","Union County","059","0590","Union County",1073,3112
"G3500610","2010","New Mexico","35","350","Valencia County","061","0610","Valencia County",19967,63487
"G3600010","2010","New York","36","360","Albany County","001","0010","Albany County",71364,210836
"G3600030","2010","New York","36","360","Allegany County","003","0030","Allegany County",11851,35113
"G3600050","2010","New York","36","360","Bronx County","005","0050","Bronx County",322604,1092872
"G3600070","2010","New York","36","360","Broome County","007","0070","Broome County",48646,142150
"G3600090","2010","New York","36","360","Cattaraugus County","009","0090","Cattaraugus County",20560,60893
"G3600110","2010","New York","36","360","Cayuga County","011","0110","Cayuga County",20264,59421
"G3600130","2010","New York","36","360","Chautauqua County","013","0130","Chautauqua County",34101,99698
"G3600150","2010","New York","36","360","Chemung County","015","0150","Chemung County",22551,65830
"G3600170","2010","New York","36","360","Chenango County","017","0170","Chenango County",13443,39208
"G3600190","2010","New York","36","360","Clinton County","019","0190","Clinton County",19752,56555
"G3600210","2010","New York","36","360","Columbia County","021","0210","Columbia County",16418,47467
"G3600230","2010","New York","36","360","Cortland County","023","0230","Cortland County",11489,34003
"G3600250","2010","New York","36","360","Delaware County","025","0250","Delaware County",12451,35090
"G3600270","2010","New York","36","360","Dutchess County","027","0270","Dutchess County",72895,227418
"G3600290","2010","New York","36","360","Erie County","029","0290","Erie County",230009,687457
"G3600310","2010","New York","36","360","Essex County","031","0310","Essex County",10026,28100
"G3600330","2010","New York","36","360","Franklin County","033","0330","Franklin County",12065,35076
"G3600350","2010","New York","36","360","Fulton County","035","0350","Fulton County",14432,41709
"G3600370","2010","New York","36","360","Genesee County","037","0370","Genesee County",15791,46941
"G3600390","2010","New York","36","360","Greene County","039","0390","Greene County",12302,35402
"G3600410","2010","New York","36","360","Hamilton County","041","0410","Hamilton County",1387,3635
"G3600430","2010","New York","36","360","Herkimer County","043","0430","Herkimer County",16871,49693
"G3600450","2010","New York","36","360","Jefferson County","045","0450","Jefferson County",29633,89893
"G3600470","2010","New York","36","360","Kings County","047","0470","Kings County",573363,1952906
"G3600490","2010","New York","36","360","Lewis County","049","0490","Lewis County",7346,22128
"G3600510","2010","New York","36","360","Livingston County","051","0510","Livingston County",15943,46548
"G3600530","2010","New York","36","360","Madison County","053","0530","Madison County",18395,54303
"G3600550","2010","New York","36","360","Monroe County","055","0550","Monroe County",184253,555371
"G3600570","2010","New York","36","360","Montgomery County","057","0570","Montgomery County",12875,38537
"G3600590","2010","New York","36","360","Nassau County","059","0590","Nassau County",340523,1149599
"G3600610","2010","New York","36","360","New York County","061","0610","New York County",308828,909071
"G3600630","2010","New York","36","360","Niagara County","063","0630","Niagara County",56813,167296
"G3600650","2010","New York","36","360","Oneida County","065","0650","Oneida County",58389,174300
"G3600670","2010","New York","36","360","Onondaga County","067","0670","Onondaga County",115283,347744
"G3600690","2010","New York","36","360","Ontario County","069","0690","Ontario County",28379,83586
"G3600710","2010","New York","36","360","Orange County","071","0710","Orange County",91457,308630
"G3600730","2010","New York","36","360","Orleans County","073","0730","Orleans County",10872,32550
"G3600750","2010","New York","36","360","Oswego County","075","0750","Oswego County",31031,92618
"G3600770","2010","New York","36","360","Otsego County","077","0770","Otsego County",15058,42731
"G3600790","2010","New York","36","360","Putnam County","079","0790","Putnam County",26260,84450
"G3600810","2010","New York","36","360","Queens County","081","0810","Queens County",526875,1792421
"G3600830","2010","New York","36","360","Rensselaer County","083","0830","Rensselaer County",39916,117544
"G3600850","2010","New York","36","360","Richmond County","085","0850","Richmond County",118551,396029
"G3600870","2010","New York","36","360","Rockland County","087","0870","Rockland County",74156,265582
"G3600890","2010","New York","36","360","St. Lawrence County","089","0890","St. Lawrence County",26604,78413
"G3600910","2010","New York","36","360","Saratoga County","091","0910","Saratoga County",58814,174093
"G3600930","2010","New York","36","360","Schenectady County","093","0930","Schenectady County",39327,117743
"G3600950","2010","New York","36","360","Schoharie County","095","0950","Schoharie County",8517,24481
"G3600970","2010","New York","36","360","Schuyler County","097","0970","Schuyler County",4926,14158
"G3600990","2010","New York","36","360","Seneca County","099","0990","Seneca County",8762,25644
"G3601010","2010","New York","36","360","Steuben County","101","1010","Steuben County",25958,76617
"G3601030","2010","New York","36","360","Suffolk County","103","1030","Suffolk County",370897,1246445
"G3601050","2010","New York","36","360","Sullivan County","105","1050","Sullivan County",19272,57934
"G3601070","2010","New York","36","360","Tioga County","107","1070","Tioga County",14150,41683
"G3601090","2010","New York","36","360","Tompkins County","109","1090","Tompkins County",20042,56987
"G3601110","2010","New York","36","360","Ulster County","111","1110","Ulster County",44379,131592
"G3601130","2010","New York","36","360","Warren County","113","1130","Warren County",17743,50650
"G3601150","2010","New York","36","360","Washington County","115","1150","Washington County",16269,47714
"G3601170","2010","New York","36","360","Wayne County","117","1170","Wayne County",25304,75547
"G3601190","2010","New York","36","360","Westchester County","119","1190","Westchester County",236419,764474
"G3601210","2010","New York","36","360","Wyoming County","121","1210","Wyoming County",10533,31071
"G3601230","2010","New York","36","360","Yates County","123","1230","Yates County",6404,19594
"G3700010","2010","North Carolina","37","370","Alamance County","001","0010","Alamance County",39848,118715
"G3700030","2010","North Carolina","37","370","Alexander County","003","0030","Alexander County",10338,30389
"G3700050","2010","North Carolina","37","370","Alleghany County","005","0050","Alleghany County",3257,9057
"G3700070","2010","North Carolina","37","370","Anson County","007","0070","Anson County",6628,20254
"G3700090","2010","North Carolina","37","370","Ashe County","009","0090","Ashe County",8030,22049
"G3700110","2010","North Carolina","37","370","Avery County","011","0110","Avery County",4422,12400
"G3700130","2010","North Carolina","37","370","Beaufort County","013","0130","Beaufort County",13495,38818
"G3700150","2010","North Carolina","37","370","Bertie County","015","0150","Bertie County",5496,16337
"G3700170","2010","North Carolina","37","370","Bladen County","017","0170","Bladen County",9609,28478
"G3700190","2010","North Carolina","37","370","Brunswick County","019","0190","Brunswick County",32220,87122
"G3700210","2010","North Carolina","37","370","Buncombe County","021","0210","Buncombe County",61037,174554
"G3700230","2010","North Carolina","37","370","Burke County","023","0230","Burke County",24445,71965
"G3700250","2010","North Carolina","37","370","Cabarrus County","025","0250","Cabarrus County",48040,151162
"G3700270","2010","North Carolina","37","370","Caldwell County","027","0270","Caldwell County",23456,68207
