GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G4803230","2010","Texas","48","480","Maverick County","323","3230","Maverick County",12912,49729
"G4803250","2010","Texas","48","480","Medina County","325","3250","Medina County",11802,38153
"G4803270","2010","Texas","48","480","Menard County","327","3270","Menard County",643,1786
"G4803290","2010","Texas","48","480","Midland County","329","3290","Midland County",35872,114577
"G4803310","2010","Texas","48","480","Milam County","331","3310","Milam County",6577,20534
"G4803330","2010","Texas","48","480","Mills County","333","3330","Mills County",1397,4036
"G4803350","2010","Texas","48","480","Mitchell County","335","3350","Mitchell County",1920,5835
"G4803370","2010","Texas","48","480","Montague County","337","3370","Montague County",5548,16238
"G4803390","2010","Texas","48","480","Montgomery County","339","3390","Montgomery County",121472,391630
"G4803410","2010","Texas","48","480","Moore County","341","3410","Moore County",5473,19000
"G4803430","2010","Texas","48","480","Morris County","343","3430","Morris County",3613,10691
"G4803450","2010","Texas","48","480","Motley County","345","3450","Motley County",355,984
"G4803470","2010","Texas","48","480","Nacogdoches County","347","3470","Nacogdoches County",15026,46776
"G4803490","2010","Texas","48","480","Navarro County","349","3490","Navarro County",12511,39964
"G4803510","2010","Texas","48","480","Newton County","351","3510","Newton County",3849,11589
"G4803530","2010","Texas","48","480","Nolan County","353","3530","Nolan County",4021,12196
"G4803550","2010","Texas","48","480","Nueces County","355","3550","Nueces County",85270,275530
"G4803570","2010","Texas","48","480","Ochiltree County","357","3570","Ochiltree County",2699,8800
"G4803590","2010","Texas","48","480","Oldham County","359","3590","Oldham County",516,1532
"G4803610","2010","Texas","48","480","Orange County","361","3610","Orange County",22547,68927
"G4803630","2010","Texas","48","480","Palo Pinto County","363","3630","Palo Pinto County",7602,23171
"G4803650","2010","Texas","48","480","Panola County","365","3650","Panola County",6603,19901
"G4803670","2010","Texas","48","480","Parker County","367","3670","Parker County",32024,99110
"G4803690","2010","Texas","48","480","Parmer County","369","3690","Parmer County",2653,9087
"G4803710","2010","Texas","48","480","Pecos County","371","3710","Pecos County",3615,11717
"G4803730","2010","Texas","48","480","Polk County","373","3730","Polk County",11405,34163
"G4803750","2010","Texas","48","480","Potter County","375","3750","Potter County",28497,93299
"G4803770","2010","Texas","48","480","Presidio County","377","3770","Presidio County",1996,6686
"G4803790","2010","Texas","48","480","Rains County","379","3790","Rains County",3157,9154
"G4803810","2010","Texas","48","480","Randall County","381","3810","Randall County",32830,98194
"G4803830","2010","Texas","48","480","Reagan County","383","3830","Reagan County",885,2954
"G4803850","2010","Texas","48","480","Real County","385","3850","Real County",977,2684
"G4803870","2010","Texas","48","480","Red River County","387","3870","Red River County",3615,10353
"G4803890","2010","Texas","48","480","Reeves County","389","3890","Reeves County",2767,9266
"G4803910","2010","Texas","48","480","Refugio County","391","3910","Refugio County",2016,6164
"G4803930","2010","Texas","48","480","Roberts County","393","3930","Roberts County",281,812
"G4803950","2010","Texas","48","480","Robertson County","395","3950","Robertson County",4551,13863
"G4803970","2010","Texas","48","480","Rockwall County","397","3970","Rockwall County",21337,70226
"G4803990","2010","Texas","48","480","Runnels County","399","3990","Runnels County",2914,8695
"G4804010","2010","Texas","48","480","Rusk County","401","4010","Rusk County",13333,41212
"G4804030","2010","Texas","48","480","Sabine County","403","4030","Sabine County",3235,8910
"G4804050","2010","Texas","48","480","San Augustine County","405","4050","San Augustine County",2477,7160
"G4804070","2010","Texas","48","480","San Jacinto County","407","4070","San Jacinto County",7195,22122
"G4804090","2010","Texas","48","480","San Patricio County","409","4090","San Patricio County",16939,55714
"G4804110","2010","Texas","48","480","San Saba County","411","4110","San Saba County",1563,4540
"G4804130","2010","Texas","48","480","Schleicher County","413","4130","Schleicher County",878,3009
"G4804150","2010","Texas","48","480","Scurry County","415","4150","Scurry County",4137,12922
"G4804170","2010","Texas","48","480","Shackelford County","417","4170","Shackelford County",937,2797
"G4804190","2010","Texas","48","480","Shelby County","419","4190","Shelby County",6771,21332
"G4804210","2010","Texas","48","480","Sherman County","421","4210","Sherman County",819,2661
"G4804230","2010","Texas","48","480","Smith County","423","4230","Smith County",54803,171637
"G4804250","2010","Texas","48","480","Somervell County","425","4250","Somervell County",2311,7176
"G4804270","2010","Texas","48","480","Starr County","427","4270","Starr County",14480,56698
"G4804290","2010","Texas","48","480","Stephens County","429","4290","Stephens County",2519,7584
"G4804310","2010","Texas","48","480","Sterling County","431","4310","Sterling County",328,973
"G4804330","2010","Texas","48","480","Stonewall County","433","4330","Stonewall County",426,1207
"G4804350","2010","Texas","48","480","Sutton County","435","4350","Sutton County",1118,3562
"G4804370","2010","Texas","48","480","Swisher County","437","4370","Swisher County",1995,6213
"G4804390","2010","Texas","48","480","Tarrant County","439","4390","Tarrant County",455033,1496499
"G4804410","2010","Texas","48","480","Taylor County","441","4410","Taylor County",33446,101418
"G4804430","2010","Texas","48","480","Terrell County","443","4430","Terrell County",253,766
"G4804450","2010","Texas","48","480","Terry County","445","4450","Terry County",3074,9917
"G4804470","2010","Texas","48","480","Throckmorton County","447","4470","Throckmorton County",475,1343
"G4804490","2010","Texas","48","480","Titus County","449","4490","Titus County",8154,28070
"G4804510","2010","Texas","48","480","Tom Green County","451","4510","Tom Green County",27728,84450
"G4804530","2010","Texas","48","480","Travis County","453","4530","Travis County",229929,735563
"G4804550","2010","Texas","48","480","Trinity County","455","4550","Trinity County",4061,11721
"G4804570","2010","Texas","48","480","Tyler County","457","4570","Tyler County",5582,16169
"G4804590","2010","Texas","48","480","Upshur County","459","4590","Upshur County",10868,33160
"G4804610","2010","Texas","48","480","Upton County","461","4610","Upton County",903,2841
"G4804630","2010","Texas","48","480","Uvalde County","463","4630","Uvalde County",6742,22465
"G4804650","2010","Texas","48","480","Val Verde County","465","4650","Val Verde County",11963,41861
"G4804670","2010","Texas","48","480","Van Zandt County","467","4670","Van Zandt County",14605,44357
"G4804690","2010","Texas","48","480","Victoria County","469","4690","Victoria County",22680,71490
"G4804710","2010","Texas","48","480","Walker County","471","4710","Walker County",12354,37284
"G4804730","2010","Texas","48","480","Waller County","473","4730","Waller County",10116,33280
"G4804750","2010","Texas","48","480","Ward County","475","4750","Ward County",2845,8979
"G4804770","2010","Texas","48","480","Washington County","477","4770","Washington County",8878,26433
"G4804790","2010","Texas","48","480","Webb County","479","4790","Webb County",56350,228480
"G4804810","2010","Texas","48","480","Wharton County","481","4810","Wharton County",10820,34854
"G4804830","2010","Texas","48","480","Wheeler County","483","4830","Wheeler County",1525,4538
"G4804850","2010","Texas","48","480","Wichita County","485","4850","Wichita County",31663,95503
"G4804870","2010","Texas","48","480","Wilbarger County","487","4870","Wilbarger County",3498,10571
"G4804890","2010","Texas","48","480","Willacy County","489","4890","Willacy County",4607,17201
"G4804910","2010","Texas","48","480","Williamson County","491","4910","Williamson County",111514,357209
"G4804930","2010","Texas","48","480","Wilson County","493","4930","Wilson County",11865,37752
"G4804950","2010","Texas","48","480","Winkler County","495","4950","Winkler County",1904,6106
"G4804970","2010","Texas","48","480","Wise County","497","4970","Wise County",16095,50920
"G4804990","2010","Texas","48","480","Wood County","499","4990","Wood County",12149,34315
"G4805010","2010","Texas","48","480","Yoakum County","501","5010","Yoakum County",2120,7112
"G4805030","2010","Texas","48","480","Young County","503","5030","Young County",5223,15436
"G4805050","2010","Texas","48","480","Zapata County","505","5050","Zapata County",3423,12729
"G4805070","2010","Texas","48","480","Zavala County","507","5070","Zavala County",2764,10067
"G4900010","2010","Utah","49","490","Beaver County","001","0010","Beaver County",1697,5830
"G4900030","2010","Utah","49","490","Box Elder County","003","0030","Box Elder County",12891,45125
"G4900050","2010","Utah","49","490","Cache County","005","0050","Cache County",26464,93973
"G4900070","2010","Utah","49","490","Carbon County","007","0070","Carbon County",5587,17552
"G4900090","2010","Utah","49","490","Daggett County","009","0090","Daggett County",287,835
"G4900110","2010","Utah","49","490","Davis County","011","0110","Davis County",76205,276972
"G4900130","2010","Utah","49","490","Duchesne County","013","0130","Duchesne County",4703,16327
"G4900150","2010","Utah","49","490","Emery County","015","0150","Emery County",2948,9897
"G4900170","2010","Utah","49","490","Garfield County","017","0170","Garfield County",1318,4200
"G4900190","2010","Utah","49","490","Grand County","019","0190","Grand County",2324,6783
"G4900210","2010","Utah","49","490","Iron County","021","0210","Iron County",10997,37704
"G4900230","2010","Utah","49","490","Juab County","023","0230","Juab County",2494,9319
"G4900250","2010","Utah","49","490","Kane County","025","0250","Kane County",1907,5788
"G4900270","2010","Utah","49","490","Millard County","027","0270","Millard County",3262,11142
"G4900290","2010","Utah","49","490","Morgan County","029","0290","Morgan County",2443,8957
"G4900310","2010","Utah","49","490","Piute County","031","0310","Piute County",425,1351
"G4900330","2010","Utah","49","490","Rich County","033","0330","Rich County",642,2067
"G4900350","2010","Utah","49","490","Salt Lake County","035","0350","Salt Lake County",242626,852272
"G4900370","2010","Utah","49","490","San Juan County","037","0370","San Juan County",3434,12948
"G4900390","2010","Utah","49","490","Sanpete County","039","0390","Sanpete County",6100,21640
"G4900410","2010","Utah","49","490","Sevier County","041","0410","Sevier County",5482,18345
"G4900430","2010","Utah","49","490","Summit County","043","0430","Summit County",9271,29865
"G4900450","2010","Utah","49","490","Tooele County","045","0450","Tooele County",14319,52192
"G4900470","2010","Utah","49","490","Uintah County","047","0470","Uintah County",8184,28630
"G4900490","2010","Utah","49","490","Utah County","049","0490","Utah County",114350,444193
"G4900510","2010","Utah","49","490","Wasatch County","051","0510","Wasatch County",5822,20923
"G4900530","2010","Utah","49","490","Washington County","053","0530","Washington County",35447,119154
"G4900550","2010","Utah","49","490","Wayne County","055","0550","Wayne County",738,2383
"G4900570","2010","Utah","49","490","Weber County","057","0570","Weber County",57867,196824
"G5000010","2010","Vermont","50","500","Addison County","001","0010","Addison County",9340,26881
"G5000030","2010","Vermont","50","500","Bennington County","003","0030","Bennington County",9767,27639
"G5000050","2010","Vermont","50","500","Caledonia County","005","0050","Caledonia County",8153,23281
"G5000070","2010","Vermont","50","500","Chittenden County","007","0070","Chittenden County",36582,106731
"G5000090","2010","Vermont","50","500","Essex County","009","0090","Essex County",1814,4905
"G5000110","2010","Vermont","50","500","Franklin County","011","0110","Franklin County",12939,38383
"G5000130","2010","Vermont","50","500","Grand Isle County","013","0130","Grand Isle County",2027,5659
"G5000150","2010","Vermont","50","500","Lamoille County","015","0150","Lamoille County",6274,18026
"G5000170","2010","Vermont","50","500","Orange County","017","0170","Orange County",7865,22229
"G5000190","2010","Vermont","50","500","Orleans County","019","0190","Orleans County",7298,20504
"G5000210","2010","Vermont","50","500","Rutland County","021","0210","Rutland County",16018,44983
"G5000230","2010","Vermont","50","500","Washington County","023","0230","Washington County",15410,43357
"G5000250","2010","Vermont","50","500","Windham County","025","0250","Windham County",11453,31908
"G5000270","2010","Vermont","50","500","Windsor County","027","0270","Windsor County",15420,42699
"G5100010","2010","Virginia","51","510","Accomack County","001","0010","Accomack County",9122,26314
"G5100030","2010","Virginia","51","510","Albemarle County","003","0030","Albemarle County",24578,72846
"G5100050","2010","Virginia","51","510","Alleghany County","005","0050","Alleghany County",4616,13049
"G5100070","2010","Virginia","51","510","Amelia County","007","0070","Amelia County",3575,10713
"G5100090","2010","Virginia","51","510","Amherst County","009","0090","Amherst County",8793,25591
"G5100110","2010","Virginia","51","510","Appomattox County","011","0110","Appomattox County",4331,12616
"G5100130","2010","Virginia","51","510","Arlington County","013","0130","Arlington County",41607,121609
"G5100150","2010","Virginia","51","510","Augusta County","015","0150","Augusta County",20799,60254
"G5100170","2010","Virginia","51","510","Bath County","017","0170","Bath County",1347,3650
"G5100190","2010","Virginia","51","510","Bedford County","019","0190","Bedford County",20318,58736
"G5100210","2010","Virginia","51","510","Bland County","021","0210","Bland County",1842,5205
"G5100230","2010","Virginia","51","510","Botetourt County","023","0230","Botetourt County",9782,28459
"G5100250","2010","Virginia","51","510","Brunswick County","025","0250","Brunswick County",4240,12377
"G5100270","2010","Virginia","51","510","Buchanan County","027","0270","Buchanan County",6866,19118
"G5100290","2010","Virginia","51","510","Buckingham County","029","0290","Buckingham County",4110,12141
"G5100310","2010","Virginia","51","510","Campbell County","031","0310","Campbell County",15422,44834
"G5100330","2010","Virginia","51","510","Caroline County","033","0330","Caroline County",7587,23568
"G5100350","2010","Virginia","51","510","Carroll County","035","0350","Carroll County",8762,24488
"G5100360","2010","Virginia","51","510","Charles City County","036","0360","Charles City County",2107,6065
"G5100370","2010","Virginia","51","510","Charlotte County","037","0370","Charlotte County",3437,10209
"G5100410","2010","Virginia","51","510","Chesterfield County","041","0410","Chesterfield County",86237,268271
"G5100430","2010","Virginia","51","510","Clarke County","043","0430","Clarke County",3808,11407
"G5100450","2010","Virginia","51","510","Craig County","045","0450","Craig County",1504,4303
"G5100470","2010","Virginia","51","510","Culpeper County","047","0470","Culpeper County",11931,38029
"G5100490","2010","Virginia","51","510","Cumberland County","049","0490","Cumberland County",2735,8256
"G5100510","2010","Virginia","51","510","Dickenson County","051","0510","Dickenson County",4581,13061
"G5100530","2010","Virginia","51","510","Dinwiddie County","053","0530","Dinwiddie County",7577,22876
"G5100570","2010","Virginia","51","510","Essex County","057","0570","Essex County",3028,8839
"G5100590","2010","Virginia","51","510","Fairfax County","059","0590","Fairfax County",276277,889766
"G5100610","2010","Virginia","51","510","Fauquier County","061","0610","Fauquier County",17598,55748
"G5100630","2010","Virginia","51","510","Floyd County","063","0630","Floyd County",4348,12444
"G5100650","2010","Virginia","51","510","Fluvanna County","065","0650","Fluvanna County",7118,21077
"G5100670","2010","Virginia","51","510","Franklin County","067","0670","Franklin County",16087,45459
"G5100690","2010","Virginia","51","510","Frederick County","069","0690","Frederick County",21274,65656
"G5100710","2010","Virginia","51","510","Giles County","071","0710","Giles County",4899,14099
"G5100730","2010","Virginia","51","510","Gloucester County","073","0730","Gloucester County",10449,30797
"G5100750","2010","Virginia","51","510","Goochland County","075","0750","Goochland County",6182,17825
"G5100770","2010","Virginia","51","510","Grayson County","077","0770","Grayson County",4597,12554
"G5100790","2010","Virginia","51","510","Greene County","079","0790","Greene County",5072,15633
"G5100810","2010","Virginia","51","510","Greensville County","081","0810","Greensville County",2478,7245
"G5100830","2010","Virginia","51","510","Halifax County","083","0830","Halifax County",10057,29248
"G5100850","2010","Virginia","51","510","Hanover County","085","0850","Hanover County",28032,85736
"G5100870","2010","Virginia","51","510","Henrico County","087","0870","Henrico County",80176,242653
"G5100890","2010","Virginia","51","510","Henry County","089","0890","Henry County",15553,43866
"G5100910","2010","Virginia","51","510","Highland County","091","0910","Highland County",721,1877
"G5100930","2010","Virginia","51","510","Isle of Wight County","093","0930","Isle of Wight County",10253,30249
"G5100950","2010","Virginia","51","510","James City County","095","0950","James City County",19557,55767
"G5100970","2010","Virginia","51","510","King and Queen County","097","0970","King and Queen County",1972,5700
"G5100990","2010","Virginia","51","510","King George County","099","0990","King George County",6309,20157
"G5101010","2010","Virginia","51","510","King William County","101","1010","King William County",4526,13748
"G5101030","2010","Virginia","51","510","Lancaster County","103","1030","Lancaster County",3364,8835
"G5101050","2010","Virginia","51","510","Lee County","105","1050","Lee County",6833,19737
"G5101070","2010","Virginia","51","510","Loudoun County","107","1070","Loudoun County",80494,272669
"G5101090","2010","Virginia","51","510","Louisa County","109","1090","Louisa County",9369,27642
"G5101110","2010","Virginia","51","510","Lunenburg County","111","1110","Lunenburg County",3277,9471
"G5101130","2010","Virginia","51","510","Madison County","113","1130","Madison County",3804,11289
"G5101150","2010","Virginia","51","510","Mathews County","115","1150","Mathews County",2655,7329
"G5101170","2010","Virginia","51","510","Mecklenburg County","117","1170","Mecklenburg County",8846,25000
"G5101190","2010","Virginia","51","510","Middlesex County","119","1190","Middlesex County",3167,8502
"G5101210","2010","Virginia","51","510","Montgomery County","121","1210","Montgomery County",18927,54233
"G5101250","2010","Virginia","51","510","Nelson County","125","1250","Nelson County",4302,12070
"G5101270","2010","Virginia","51","510","New Kent County","127","1270","New Kent County",5340,15668
"G5101310","2010","Virginia","51","510","Northampton County","131","1310","Northampton County",3359,9472
"G5101330","2010","Virginia","51","510","Northumberland County","133","1330","Northumberland County",3756,10045
"G5101350","2010","Virginia","51","510","Nottoway County","135","1350","Nottoway County",3762,11405
"G5101370","2010","Virginia","51","510","Orange County","137","1370","Orange County",9342,27779
"G5101390","2010","Virginia","51","510","Page County","139","1390","Page County",6763,19678
"G5101410","2010","Virginia","51","510","Patrick County","141","1410","Patrick County",5410,14934
"G5101430","2010","Virginia","51","510","Pittsylvania County","143","1430","Pittsylvania County",18285,52485
"G5101450","2010","Virginia","51","510","Powhatan County","145","1450","Powhatan County",7550,22837
"G5101470","2010","Virginia","51","510","Prince Edward County","147","1470","Prince Edward County",4831,14231
"G5101490","2010","Virginia","51","510","Prince George County","149","1490","Prince George County",8897,27385
"G5101530","2010","Virginia","51","510","Prince William County","153","1530","Prince William County",100598,345796
"G5101550","2010","Virginia","51","510","Pulaski County","155","1550","Pulaski County",9764,27307
"G5101570","2010","Virginia","51","510","Rappahannock County","157","1570","Rappahannock County",2111,6015
"G5101590","2010","Virginia","51","510","Richmond County","159","1590","Richmond County",2031,5980
"G5101610","2010","Virginia","51","510","Roanoke County","161","1610","Roanoke County",25941,75070
"G5101630","2010","Virginia","51","510","Rockbridge County","163","1630","Rockbridge County",6399,17700
"G5101650","2010","Virginia","51","510","Rockingham County","165","1650","Rockingham County",21119,63480
"G5101670","2010","Virginia","51","510","Russell County","167","1670","Russell County",8383,23946
"G5101690","2010","Virginia","51","510","Scott County","169","1690","Scott County",6642,18673
"G5101710","2010","Virginia","51","510","Shenandoah County","171","1710","Shenandoah County",11671,33832
"G5101730","2010","Virginia","51","510","Smyth County","173","1730","Smyth County",9056,25714
"G5101750","2010","Virginia","51","510","Southampton County","175","1750","Southampton County",4825,14438
"G5101770","2010","Virginia","51","510","Spotsylvania County","177","1770","Spotsylvania County",32431,106074
"G5101790","2010","Virginia","51","510","Stafford County","179","1790","Stafford County",33311,111387
"G5101810","2010","Virginia","51","510","Surry County","181","1810","Surry County",1975,5931
"G5101830","2010","Virginia","51","510","Sussex County","183","1830","Sussex County",2633,7689
"G5101850","2010","Virginia","51","510","Tazewell County","185","1850","Tazewell County",12740,36203
"G5101870","2010","Virginia","51","510","Warren County","187","1870","Warren County",9803,30382
"G5101910","2010","Virginia","51","510","Washington County","191","1910","Washington County",15509,43734
"G5101930","2010","Virginia","51","510","Westmoreland County","193","1930","Westmoreland County",4845,13972
"G5101950","2010","Virginia","51","510","Wise County","195","1950","Wise County",10892,31563
"G5101970","2010","Virginia","51","510","Wythe County","197","1970","Wythe County",8356,23629
"G5101990","2010","Virginia","51","510","York County","199","1990","York County",18705,57564
"G5105100","2010","Virginia","51","510","Alexandria city","510","5100","Alexandria city",30978,88159
"G5105150","2010","Virginia","51","510","Bedford city","515","5150","Bedford city",1592,4489
"G5105200","2010","Virginia","51","510","Bristol city","520","5200","Bristol city",4760,13371
"G5105300","2010","Virginia","51","510","Buena Vista city","530","5300","Buena Vista city",1726,5043
"G5105400","2010","Virginia","51","510","Charlottesville city","540","5400","Charlottesville city",7518,21862
"G5105500","2010","Virginia","51","510","Chesapeake city","550","5500","Chesapeake city",59927,188859
"G5105700","2010","Virginia","51","510","Colonial Heights city","570","5700","Colonial Heights city",4682,13704
"G5105800","2010","Virginia","51","510","Covington city","580","5800","Covington city",1559,4479
"G5105900","2010","Virginia","51","510","Danville city","590","5900","Danville city",11082,31846
"G5105950","2010","Virginia","51","510","Emporia city","595","5950","Emporia city",1440,4434
"G5106000","2010","Virginia","51","510","Fairfax city","600","6000","Fairfax city",5545,17261
"G5106100","2010","Virginia","51","510","Falls Church city","610","6100","Falls Church city",3199,9823
"G5106200","2010","Virginia","51","510","Franklin city","620","6200","Franklin city",2336,6908
"G5106300","2010","Virginia","51","510","Fredericksburg city","630","6300","Fredericksburg city",4854,14414
"G5106400","2010","Virginia","51","510","Galax city","640","6400","Galax city",1801,5230
"G5106500","2010","Virginia","51","510","Hampton city","650","6500","Hampton city",35061,104711
"G5106600","2010","Virginia","51","510","Harrisonburg city","660","6600","Harrisonburg city",7515,23015
"G5106700","2010","Virginia","51","510","Hopewell city","670","6700","Hopewell city",5877,17654
"G5106780","2010","Virginia","51","510","Lexington city","678","6780","Lexington city",1028,2828
"G5106800","2010","Virginia","51","510","Lynchburg city","680","6800","Lynchburg city",16368,47874
"G5106830","2010","Virginia","51","510","Manassas city","683","6830","Manassas city",8895,30992
"G5106850","2010","Virginia","51","510","Manassas Park city","685","6850","Manassas Park city",3212,11665
"G5106900","2010","Virginia","51","510","Martinsville city","690","6900","Martinsville city",3565,10304
"G5107000","2010","Virginia","51","510","Newport News city","700","7000","Newport News city",44887,135588
"G5107100","2010","Virginia","51","510","Norfolk city","710","7100","Norfolk city",50756,155290
"G5107200","2010","Virginia","51","510","Norton city","720","7200","Norton city",999,2922
"G5107300","2010","Virginia","51","510","Petersburg city","730","7300","Petersburg city",7697,22956
"G5107350","2010","Virginia","51","510","Poquoson city","735","7350","Poquoson city",3582,10791
"G5107400","2010","Virginia","51","510","Portsmouth city","740","7400","Portsmouth city",23987,73161
"G5107500","2010","Virginia","51","510","Radford city","750","7500","Radford city",2496,7139
"G5107600","2010","Virginia","51","510","Richmond city","760","7600","Richmond city",41304,121752
"G5107700","2010","Virginia","51","510","Roanoke city","770","7700","Roanoke city",23487,68593
"G5107750","2010","Virginia","51","510","Salem city","775","7750","Salem city",6309,18028
"G5107900","2010","Virginia","51","510","Staunton city","790","7900","Staunton city",5982,16666
"G5108000","2010","Virginia","51","510","Suffolk city","800","8000","Suffolk city",23135,72246
"G5108100","2010","Virginia","51","510","Virginia Beach city","810","8100","Virginia Beach city",113999,351032
"G5108200","2010","Virginia","51","510","Waynesboro city","820","8200","Waynesboro city",5589,16225
"G5108300","2010","Virginia","51","510","Williamsburg city","830","8300","Williamsburg city",2252,5993
"G5108400","2010","Virginia","51","510","Winchester city","840","8400","Winchester city",5957,18241
"G5300010","2010","Washington","53","530","Adams County","001","0010","Adams County",4410,16347
"G5300030","2010","Washington","53","530","Asotin County","003","0030","Asotin County",5914,16733
"G5300050","2010","Washington","53","530","Benton County","005","0050","Benton County",45699,144707
"G5300070","2010","Washington","53","530","Chelan County","007","0070","Chelan County",18795,58266
"G5300090","2010","Washington","53","530","Clallam County","009","0090","Clallam County",19713,53295
"G5300110","2010","Washington","53","530","Clark County","011","0110","Clark County",110672,348507
"G5300130","2010","Washington","53","530","Columbia County","013","0130","Columbia County",1156,3195
"G5300150","2010","Washington","53","530","Cowlitz County","015","0150","Cowlitz County",27241,81368
"G5300170","2010","Washington","53","530","Douglas County","017","0170","Douglas County",10240,32551
"G5300190","2010","Washington","53","530","Ferry County","019","0190","Ferry County",2070,5689
"G5300210","2010","Washington","53","530","Franklin County","021","0210","Franklin County",18163,66913
"G5300230","2010","Washington","53","530","Garfield County","023","0230","Garfield County",650,1815
"G5300250","2010","Washington","53","530","Grant County","025","0250","Grant County",21800,74221
"G5300270","2010","Washington","53","530","Grays Harbor County","027","0270","Grays Harbor County",18493,54342
"G5300290","2010","Washington","53","530","Island County","029","0290","Island County",22156,62346
"G5300310","2010","Washington","53","530","Jefferson County","031","0310","Jefferson County",8394,21571
"G5300330","2010","Washington","53","530","King County","033","0330","King County",461510,1409526
"G5300350","2010","Washington","53","530","Kitsap County","035","0350","Kitsap County",65820,195187
"G5300370","2010","Washington","53","530","Kittitas County","037","0370","Kittitas County",9225,26520
"G5300390","2010","Washington","53","530","Klickitat County","039","0390","Klickitat County",5626,16196
"G5300410","2010","Washington","53","530","Lewis County","041","0410","Lewis County",20104,59762
"G5300430","2010","Washington","53","530","Lincoln County","043","0430","Lincoln County",3059,8729
"G5300450","2010","Washington","53","530","Mason County","045","0450","Mason County",16057,46152
"G5300470","2010","Washington","53","530","Okanogan County","047","0470","Okanogan County",10914,32341
"G5300490","2010","Washington","53","530","Pacific County","049","0490","Pacific County",5707,15513
"G5300510","2010","Washington","53","530","Pend Oreille County","051","0510","Pend Oreille County",3628,10286
"G5300530","2010","Washington","53","530","Pierce County","053","0530","Pierce County",202174,625123
"G5300550","2010","Washington","53","530","San Juan County","055","0550","San Juan County",4438,11383
"G5300570","2010","Washington","53","530","Skagit County","057","0570","Skagit County",30656,92408
"G5300590","2010","Washington","53","530","Skamania County","059","0590","Skamania County",3072,8970
"G5300610","2010","Washington","53","530","Snohomish County","061","0610","Snohomish County",182282,568981
"G5300630","2010","Washington","53","530","Spokane County","063","0630","Spokane County",118212,353793
"G5300650","2010","Washington","53","530","Stevens County","065","0650","Stevens County",12143,35848
"G5300670","2010","Washington","53","530","Thurston County","067","0670","Thurston County",66161,195306
"G5300690","2010","Washington","53","530","Wahkiakum County","069","0690","Wahkiakum County",1187,3192
"G5300710","2010","Washington","53","530","Walla Walla County","071","0710","Walla Walla County",14132,43095
"G5300730","2010","Washington","53","530","Whatcom County","073","0730","Whatcom County",48862,145293
"G5300750","2010","Washington","53","530","Whitman County","075","0750","Whitman County",8130,23237
"G5300770","2010","Washington","53","530","Yakima County","077","0770","Yakima County",58790,203225
"G5400010","2010","West Virginia","54","540","Barbour County","001","0010","Barbour County",4643,13407
"G5400030","2010","West Virginia","54","540","Berkeley County","003","0030","Berkeley County",27881,84785
"G5400050","2010","West Virginia","54","540","Boone County","005","0050","Boone County",7014,20590
"G5400070","2010","West Virginia","54","540","Braxton County","007","0070","Braxton County",4043,11543
"G5400090","2010","West Virginia","54","540","Brooke County","009","0090","Brooke County",6636,18806
"G5400110","2010","West Virginia","54","540","Cabell County","011","0110","Cabell County",24308,69365
"G5400130","2010","West Virginia","54","540","Calhoun County","013","0130","Calhoun County",2178,6097
"G5400150","2010","West Virginia","54","540","Clay County","015","0150","Clay County",2566,7706
"G5400170","2010","West Virginia","54","540","Doddridge County","017","0170","Doddridge County",2169,6232
"G5400190","2010","West Virginia","54","540","Fayette County","019","0190","Fayette County",12459,35798
"G5400210","2010","West Virginia","54","540","Gilmer County","021","0210","Gilmer County",1806,5111
"G5400230","2010","West Virginia","54","540","Grant County","023","0230","Grant County",3435,9747
"G5400250","2010","West Virginia","54","540","Greenbrier County","025","0250","Greenbrier County",9903,27616
"G5400270","2010","West Virginia","54","540","Hampshire County","027","0270","Hampshire County",6606,19223
"G5400290","2010","West Virginia","54","540","Hancock County","029","0290","Hancock County",8732,24483
"G5400310","2010","West Virginia","54","540","Hardy County","031","0310","Hardy County",3900,11148
"G5400330","2010","West Virginia","54","540","Harrison County","033","0330","Harrison County",18992,55371
"G5400350","2010","West Virginia","54","540","Jackson County","035","0350","Jackson County",8503,24522
"G5400370","2010","West Virginia","54","540","Jefferson County","037","0370","Jefferson County",13971,42860
"G5400390","2010","West Virginia","54","540","Kanawha County","039","0390","Kanawha County",52172,148201
"G5400410","2010","West Virginia","54","540","Lewis County","041","0410","Lewis County",4570,12956
"G5400430","2010","West Virginia","54","540","Lincoln County","043","0430","Lincoln County",6268,18276
"G5400450","2010","West Virginia","54","540","Logan County","045","0450","Logan County",10512,30472
"G5400470","2010","West Virginia","54","540","McDowell County","047","0470","McDowell County",6196,17726
"G5400490","2010","West Virginia","54","540","Marion County","049","0490","Marion County",15271,43564
"G5400510","2010","West Virginia","54","540","Marshall County","051","0510","Marshall County",9359,26662
"G5400530","2010","West Virginia","54","540","Mason County","053","0530","Mason County",7649,22086
"G5400550","2010","West Virginia","54","540","Mercer County","055","0550","Mercer County",17313,48978
"G5400570","2010","West Virginia","54","540","Mineral County","057","0570","Mineral County",7879,22630
"G5400590","2010","West Virginia","54","540","Mingo County","059","0590","Mingo County",7707,22460
"G5400610","2010","West Virginia","54","540","Monongalia County","061","0610","Monongalia County",20032,57403
