GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G0800570","2008-2012","Colorado","08","080","Jackson County","057","0570","Jackson County, Colorado",45298,4460
"G0800590","2008-2012","Colorado","08","080","Jefferson County","059","0590","Jefferson County, Colorado",68748,923
"G0800610","2008-2012","Colorado","08","080","Kiowa County","061","0610","Kiowa County, Colorado",41739,5413
"G0800630","2008-2012","Colorado","08","080","Kit Carson County","063","0630","Kit Carson County, Colorado",42832,3416
"G0800650","2008-2012","Colorado","08","080","Lake County","065","0650","Lake County, Colorado",45082,10952
"G0800670","2008-2012","Colorado","08","080","La Plata County","067","0670","La Plata County, Colorado",57407,2873
"G0800690","2008-2012","Colorado","08","080","Larimer County","069","0690","Larimer County, Colorado",57927,1278
"G0800710","2008-2012","Colorado","08","080","Las Animas County","071","0710","Las Animas County, Colorado",41623,3620
"G0800730","2008-2012","Colorado","08","080","Lincoln County","073","0730","Lincoln County, Colorado",43807,4335
"G0800750","2008-2012","Colorado","08","080","Logan County","075","0750","Logan County, Colorado",41369,2952
"G0800770","2008-2012","Colorado","08","080","Mesa County","077","0770","Mesa County, Colorado",51029,1477
"G0800790","2008-2012","Colorado","08","080","Mineral County","079","0790","Mineral County, Colorado",52750,16268
"G0800810","2008-2012","Colorado","08","080","Moffat County","081","0810","Moffat County, Colorado",51008,4296
"G0800830","2008-2012","Colorado","08","080","Montezuma County","083","0830","Montezuma County, Colorado",44102,3397
"G0800850","2008-2012","Colorado","08","080","Montrose County","085","0850","Montrose County, Colorado",47139,2230
"G0800870","2008-2012","Colorado","08","080","Morgan County","087","0870","Morgan County, Colorado",42829,2079
"G0800890","2008-2012","Colorado","08","080","Otero County","089","0890","Otero County, Colorado",31860,2723
"G0800910","2008-2012","Colorado","08","080","Ouray County","091","0910","Ouray County, Colorado",66474,5916
"G0800930","2008-2012","Colorado","08","080","Park County","093","0930","Park County, Colorado",62594,4008
"G0800950","2008-2012","Colorado","08","080","Phillips County","095","0950","Phillips County, Colorado",45339,4698
"G0800970","2008-2012","Colorado","08","080","Pitkin County","097","0970","Pitkin County, Colorado",68621,7298
"G0800990","2008-2012","Colorado","08","080","Prowers County","099","0990","Prowers County, Colorado",33671,1953
"G0801010","2008-2012","Colorado","08","080","Pueblo County","101","1010","Pueblo County, Colorado",41820,1020
"G0801030","2008-2012","Colorado","08","080","Rio Blanco County","103","1030","Rio Blanco County, Colorado",58393,7357
"G0801050","2008-2012","Colorado","08","080","Rio Grande County","105","1050","Rio Grande County, Colorado",38329,2565
"G0801070","2008-2012","Colorado","08","080","Routt County","107","1070","Routt County, Colorado",65041,4369
"G0801090","2008-2012","Colorado","08","080","Saguache County","109","1090","Saguache County, Colorado",32429,3424
"G0801110","2008-2012","Colorado","08","080","San Juan County","111","1110","San Juan County, Colorado",37330,6520
"G0801130","2008-2012","Colorado","08","080","San Miguel County","113","1130","San Miguel County, Colorado",63766,7643
"G0801150","2008-2012","Colorado","08","080","Sedgwick County","115","1150","Sedgwick County, Colorado",38401,2737
"G0801170","2008-2012","Colorado","08","080","Summit County","117","1170","Summit County, Colorado",64680,4305
"G0801190","2008-2012","Colorado","08","080","Teller County","119","1190","Teller County, Colorado",57970,3125
"G0801210","2008-2012","Colorado","08","080","Washington County","121","1210","Washington County, Colorado",43925,3357
"G0801230","2008-2012","Colorado","08","080","Weld County","123","1230","Weld County, Colorado",56589,1049
"G0801250","2008-2012","Colorado","08","080","Yuma County","125","1250","Yuma County, Colorado",45033,5062
"G0900010","2008-2012","Connecticut","09","090","Fairfield County","001","0010","Fairfield County, Connecticut",82614,1105
"G0900030","2008-2012","Connecticut","09","090","Hartford County","003","0030","Hartford County, Connecticut",64752,758
"G0900050","2008-2012","Connecticut","09","090","Litchfield County","005","0050","Litchfield County, Connecticut",71345,1522
"G0900070","2008-2012","Connecticut","09","090","Middlesex County","007","0070","Middlesex County, Connecticut",76659,1848
"G0900090","2008-2012","Connecticut","09","090","New Haven County","009","0090","New Haven County, Connecticut",62234,677
"G0900110","2008-2012","Connecticut","09","090","New London County","011","0110","New London County, Connecticut",68310,1246
"G0900130","2008-2012","Connecticut","09","090","Tolland County","013","0130","Tolland County, Connecticut",80887,1395
"G0900150","2008-2012","Connecticut","09","090","Windham County","015","0150","Windham County, Connecticut",58489,2084
"G1000010","2008-2012","Delaware","10","100","Kent County","001","0010","Kent County, Delaware",55786,1614
"G1000030","2008-2012","Delaware","10","100","New Castle County","003","0030","New Castle County, Delaware",64670,1021
"G1000050","2008-2012","Delaware","10","100","Sussex County","005","0050","Sussex County, Delaware",52692,1013
"G1100010","2008-2012","District Of Columbia","11","110","District of Columbia","001","0010","District of Columbia, District of Columbia",64267,977
"G1200010","2008-2012","Florida","12","120","Alachua County","001","0010","Alachua County, Florida",42818,1004
"G1200030","2008-2012","Florida","12","120","Baker County","003","0030","Baker County, Florida",47149,4285
"G1200050","2008-2012","Florida","12","120","Bay County","005","0050","Bay County, Florida",47364,1440
"G1200070","2008-2012","Florida","12","120","Bradford County","007","0070","Bradford County, Florida",39082,2755
"G1200090","2008-2012","Florida","12","120","Brevard County","009","0090","Brevard County, Florida",49099,878
"G1200110","2008-2012","Florida","12","120","Broward County","011","0110","Broward County, Florida",51603,490
"G1200130","2008-2012","Florida","12","120","Calhoun County","013","0130","Calhoun County, Florida",32480,2214
"G1200150","2008-2012","Florida","12","120","Charlotte County","015","0150","Charlotte County, Florida",44596,1142
"G1200170","2008-2012","Florida","12","120","Citrus County","017","0170","Citrus County, Florida",39034,1070
"G1200190","2008-2012","Florida","12","120","Clay County","019","0190","Clay County, Florida",59649,1678
"G1200210","2008-2012","Florida","12","120","Collier County","021","0210","Collier County, Florida",56104,1070
"G1200230","2008-2012","Florida","12","120","Columbia County","023","0230","Columbia County, Florida",37534,2102
"G1200270","2008-2012","Florida","12","120","DeSoto County","027","0270","DeSoto County, Florida",35683,1719
"G1200290","2008-2012","Florida","12","120","Dixie County","029","0290","Dixie County, Florida",35476,1711
"G1200310","2008-2012","Florida","12","120","Duval County","031","0310","Duval County, Florida",48906,711
"G1200330","2008-2012","Florida","12","120","Escambia County","033","0330","Escambia County, Florida",43806,889
"G1200350","2008-2012","Florida","12","120","Flagler County","035","0350","Flagler County, Florida",48134,1822
"G1200370","2008-2012","Florida","12","120","Franklin County","037","0370","Franklin County, Florida",37428,3500
"G1200390","2008-2012","Florida","12","120","Gadsden County","039","0390","Gadsden County, Florida",35593,3582
"G1200410","2008-2012","Florida","12","120","Gilchrist County","041","0410","Gilchrist County, Florida",36521,2707
"G1200430","2008-2012","Florida","12","120","Glades County","043","0430","Glades County, Florida",35219,4531
"G1200450","2008-2012","Florida","12","120","Gulf County","045","0450","Gulf County, Florida",39535,4616
"G1200470","2008-2012","Florida","12","120","Hamilton County","047","0470","Hamilton County, Florida",36875,3583
"G1200490","2008-2012","Florida","12","120","Hardee County","049","0490","Hardee County, Florida",36115,3554
"G1200510","2008-2012","Florida","12","120","Hendry County","051","0510","Hendry County, Florida",35736,2837
"G1200530","2008-2012","Florida","12","120","Hernando County","053","0530","Hernando County, Florida",41098,960
"G1200550","2008-2012","Florida","12","120","Highlands County","055","0550","Highlands County, Florida",35350,1033
"G1200570","2008-2012","Florida","12","120","Hillsborough County","057","0570","Hillsborough County, Florida",49450,553
"G1200590","2008-2012","Florida","12","120","Holmes County","059","0590","Holmes County, Florida",34928,3433
"G1200610","2008-2012","Florida","12","120","Indian River County","061","0610","Indian River County, Florida",45274,1506
"G1200630","2008-2012","Florida","12","120","Jackson County","063","0630","Jackson County, Florida",38917,1496
"G1200650","2008-2012","Florida","12","120","Jefferson County","065","0650","Jefferson County, Florida",41163,3267
"G1200670","2008-2012","Florida","12","120","Lafayette County","067","0670","Lafayette County, Florida",44180,7028
"G1200690","2008-2012","Florida","12","120","Lake County","069","0690","Lake County, Florida",45663,976
"G1200710","2008-2012","Florida","12","120","Lee County","071","0710","Lee County, Florida",48453,742
"G1200730","2008-2012","Florida","12","120","Leon County","073","0730","Leon County, Florida",45915,1003
"G1200750","2008-2012","Florida","12","120","Levy County","075","0750","Levy County, Florida",35093,2113
"G1200770","2008-2012","Florida","12","120","Liberty County","077","0770","Liberty County, Florida",39225,6885
"G1200790","2008-2012","Florida","12","120","Madison County","079","0790","Madison County, Florida",34361,2243
"G1200810","2008-2012","Florida","12","120","Manatee County","081","0810","Manatee County, Florida",47910,896
"G1200830","2008-2012","Florida","12","120","Marion County","083","0830","Marion County, Florida",39770,831
"G1200850","2008-2012","Florida","12","120","Martin County","085","0850","Martin County, Florida",50573,1888
"G1200860","2008-2012","Florida","12","120","Miami-Dade County","086","0860","Miami-Dade County, Florida",43464,436
"G1200870","2008-2012","Florida","12","120","Monroe County","087","0870","Monroe County, Florida",53418,1845
"G1200890","2008-2012","Florida","12","120","Nassau County","089","0890","Nassau County, Florida",57163,2382
"G1200910","2008-2012","Florida","12","120","Okaloosa County","091","0910","Okaloosa County, Florida",54118,1152
"G1200930","2008-2012","Florida","12","120","Okeechobee County","093","0930","Okeechobee County, Florida",34289,3056
"G1200950","2008-2012","Florida","12","120","Orange County","095","0950","Orange County, Florida",48429,686
"G1200970","2008-2012","Florida","12","120","Osceola County","097","0970","Osceola County, Florida",44887,1146
"G1200990","2008-2012","Florida","12","120","Palm Beach County","099","0990","Palm Beach County, Florida",52806,512
"G1201010","2008-2012","Florida","12","120","Pasco County","101","1010","Pasco County, Florida",43787,661
"G1201030","2008-2012","Florida","12","120","Pinellas County","103","1030","Pinellas County, Florida",46051,671
"G1201050","2008-2012","Florida","12","120","Polk County","105","1050","Polk County, Florida",43606,713
"G1201070","2008-2012","Florida","12","120","Putnam County","107","1070","Putnam County, Florida",34429,1703
"G1201090","2008-2012","Florida","12","120","St. Johns County","109","1090","St. Johns County, Florida",64346,1443
"G1201110","2008-2012","Florida","12","120","St. Lucie County","111","1110","St. Lucie County, Florida",43923,1069
"G1201130","2008-2012","Florida","12","120","Santa Rosa County","113","1130","Santa Rosa County, Florida",57491,1774
"G1201150","2008-2012","Florida","12","120","Sarasota County","115","1150","Sarasota County, Florida",48900,977
"G1201170","2008-2012","Florida","12","120","Seminole County","117","1170","Seminole County, Florida",58577,949
"G1201190","2008-2012","Florida","12","120","Sumter County","119","1190","Sumter County, Florida",46981,2324
"G1201210","2008-2012","Florida","12","120","Suwannee County","121","1210","Suwannee County, Florida",36159,2620
"G1201230","2008-2012","Florida","12","120","Taylor County","123","1230","Taylor County, Florida",34634,2770
"G1201250","2008-2012","Florida","12","120","Union County","125","1250","Union County, Florida",43750,2490
"G1201270","2008-2012","Florida","12","120","Volusia County","127","1270","Volusia County, Florida",43419,671
"G1201290","2008-2012","Florida","12","120","Wakulla County","129","1290","Wakulla County, Florida",53385,2992
"G1201310","2008-2012","Florida","12","120","Walton County","131","1310","Walton County, Florida",44254,3049
"G1201330","2008-2012","Florida","12","120","Washington County","133","1330","Washington County, Florida",38536,3010
"G1300010","2008-2012","Georgia","13","130","Appling County","001","0010","Appling County, Georgia",35875,2514
"G1300030","2008-2012","Georgia","13","130","Atkinson County","003","0030","Atkinson County, Georgia",28682,4026
"G1300050","2008-2012","Georgia","13","130","Bacon County","005","0050","Bacon County, Georgia",33557,2553
"G1300070","2008-2012","Georgia","13","130","Baker County","007","0070","Baker County, Georgia",24219,5470
"G1300090","2008-2012","Georgia","13","130","Baldwin County","009","0090","Baldwin County, Georgia",35278,2893
"G1300110","2008-2012","Georgia","13","130","Banks County","011","0110","Banks County, Georgia",40162,4741
"G1300130","2008-2012","Georgia","13","130","Barrow County","013","0130","Barrow County, Georgia",51202,1871
"G1300150","2008-2012","Georgia","13","130","Bartow County","015","0150","Bartow County, Georgia",49543,2197
